预测结果_Y,Energy,Mean,Standard Deviation,Peak Value,Duration,Peak Frequency,Bandwidth,Autocorrelation Lag,Autocorrelation Peak,Entropy
5.858139534883713,0.00604970808443308,0.0014895780765625,0.00960769722530281,0.02210796,64,8,-18,63,0.00604970808443308,0.658966303628209
6.560606060606055,0.00645312654435852,0.003528777396875,0.0094009484808133,0.02538295,64,0,-23,63,0.00645312654435852,1.32604066229978
4.917798165137549,0.00845714889407492,0.0026005632203125,0.011197322108749,0.02351202,64,8,-19,63,0.00845714889407492,0.973545773459333
4.917798165137549,0.00788071634169015,0.0021108077296875,0.0108940664385343,0.02164018,64,8,-23,63,0.00788071634169015,0.893958455653176
5.858139534883713,0.0059584138207782,-0.001200183653125,0.0095739111729967,0.02070463,64,8,-18,63,0.0059584138207782,-0.434884256510849
5.723404255319171,0.00674838959906875,-0.000710445446875,0.0102439667488949,0.01649499,64,22,-19,63,0.00674838959906875,-0.190039183566918
5.118655692729714,0.00751470905829486,-0.0018798459859375,0.010671621624899,0.03239979,64,2,-23,63,0.00751470905829486,-0.841313056913491
5.811111111111114,0.00384275861119692,0.0004443368328125,0.00773599819538229,0.01743055,64,8,-18,63,0.00384275861119692,0.218784935069335
4.917798165137549,0.0087320844390065,-5.26253109375003e-05,0.0116805843148417,0.02351202,64,8,-19,63,0.0087320844390065,-0.0709220611200871
4.917798165137549,0.00812021176826146,0.001577303434375,0.0111530454475446,0.0314635,64,8,-13,63,0.00812021176826146,0.617119491254916
4.917798165137549,0.0101172264468884,0.0025200986203125,0.0123179042932039,0.03006035,64,8,-23,63,0.0101172264468884,0.885210378421674
5.858139534883713,0.00643154539871609,0.001869618453125,0.00984872700884096,0.03006035,64,8,-23,63,0.00643154539871609,0.634478197939948
4.9171171171171135,0.00831147738083717,0.0041573188203125,0.010610538831834,0.0291248,64,0,-23,63,0.00831147738083717,1.55488551344081
6.560606060606055,0.00737067500396914,0.0053560265015625,0.00929945036287511,0.02351202,64,0,-25,63,0.00737067500396914,2.07805401848034
4.9171171171171135,0.00931486485142408,0.0042012437703125,0.0113090368328126,0.03754497,64,0,-23,63,0.00931486485142408,1.61222753418282
5.858139534883713,0.00688789016717667,0.001789267984375,0.0102186987401638,0.02585072,64,5,-23,63,0.00688789016717667,0.683873668174216
4.917798165137549,0.00756948612271098,0.0021692514015625,0.0106568085759377,0.02725387,64,8,-23,63,0.00756948612271098,0.890890693520401
4.917798165137549,0.00801919600598954,-0.0014413471015625,0.0111005610725947,0.04596515,64,8,-18,63,0.00801919600598955,-0.627671347737434
6.199999999999991,0.00716506271414154,-0.0024353681734375,0.0102967512725262,0.01789833,64,1,-23,63,0.00716506271414154,-0.860850998580339
4.917798165137549,0.00735356087014728,-0.000768923378125,0.0106914987459488,0.02210796,64,8,-23,63,0.00735356087014728,-0.309170246699856
5.858139534883713,0.00709441069574432,0.002037711959375,0.0103294674156815,0.03520627,64,8,-23,63,0.00709441069574432,0.625331393780033
4.9171171171171135,0.008170103929504,0.003791862040625,0.0106432916037928,0.03286757,64,0,-20,63,0.008170103929504,1.42896432758277
4.917798165137549,0.00751853421926162,0.0023739692953125,0.0105755078819353,0.0314635,64,8,-23,63,0.00751853421926162,0.923545518293486
5.858139534883713,0.00490053862137739,0.0018257962734375,0.00855788431371466,0.02164018,64,8,-21,63,0.00490053862137739,0.768164526088355
5.858139534883713,0.00557846249894568,0.001642984940625,0.00919043399578636,0.02351202,64,8,-18,63,0.00557846249894568,0.663100884897506
5.858139534883713,0.00716467733582332,0.000451685846874999,0.010570906454414,0.03333534,64,8,-23,63,0.00716467733582332,0.209437255467613
5.858139534883713,0.00658444507019477,-0.0003230845640625,0.0101379273318691,0.02257646,64,8,-17,63,0.00658444507019477,-0.103948626398499
5.858139534883713,0.00673619349582142,0.00254937465625,0.00993749023819797,0.0291248,64,8,-23,63,0.00673619349582142,1.04345968726947
5.858139534883713,0.00651586317725658,0.00068556859375,0.0100667948150292,0.03099572,64,8,-21,63,0.00651586317725658,0.26727798049631
5.858139534883713,0.00554988318971034,-0.000600832840625,0.00929278885678839,0.02023703,64,8,-22,63,0.00554988318971034,-0.237545893070313
5.858139534883713,0.00590207261524157,-0.000593552453125,0.00958475769639164,0.02725387,64,8,-23,63,0.00590207261524157,-0.301343232150244
6.109803921568625,0.00790952140825156,-0.0018579553484375,0.0109605781748566,0.02631832,64,2,-19,63,0.00790952140825156,-0.787856279987345
5.858139534883713,0.006440526987034,0.001796548509375,0.00986942995445374,0.03006035,64,8,-23,63,0.006440526987034,0.65032254968195
5.858139534883713,0.00483181387617014,-0.0003011256296875,0.0086836867268634,0.01789833,64,8,-21,63,0.00483181387617013,-0.170959924936197
5.736734693877542,0.00597662949659297,0.0015846009484375,0.00953277901340822,0.02304424,64,27,-22,63,0.00597662949659297,0.577796780455454
4.917798165137549,0.00738922710864076,0.0026590469421875,0.0104108665792889,0.02444739,64,8,-22,63,0.00738922710864076,1.08540629625046
5.744827586206892,0.00479306909290183,0.0020596758640625,0.00840532211825278,0.02023703,64,0,-17,63,0.00479306909290183,0.829570546662455
5.858139534883713,0.00620231946932364,0.0017161318953125,0.00969361300166625,0.0291248,64,8,-22,63,0.00620231946932364,0.723762442958341
6.560606060606055,0.00650449959569355,0.00372609813125,0.00936744356262726,0.02444739,64,0,-23,63,0.00650449959569355,1.45502935904386
5.858139534883713,0.00554562940210987,0.0012118898375,0.00922939772843987,0.01930148,64,3,-19,63,0.00554562940210987,0.580486411393957
4.917798165137549,0.00806635451723479,0.0031487627046875,0.0107759956737817,0.02444739,64,8,-21,63,0.00806635451723479,1.17198675854362
5.736734693877542,0.00905277010229054,0.0023447360921875,0.0116598347117909,0.02959258,64,24,-18,63,0.00905277010229054,0.835373572250047
6.109803921568625,0.00517156119876106,-0.00169719723125,0.0088275231684136,0.02164018,64,2,-19,63,0.00517156119876106,-0.708988222554797
5.723404255319171,0.00576783846516035,-0.0001038111265625,0.00949271822336112,0.02351202,64,26,-18,63,0.00576783846516035,-0.0378472157657411
6.150495049504943,0.0177166044260549,0.0055533675984375,0.0156838149846819,0.04315867,64,1,-30,63,0.0177166044260549,1.78323199323907
5.207476635514023,0.16965861939796,0.0182345563375,0.0481499416746028,0.1376493,64,1,-30,63,0.16965861939796,3.91485443948002
5.891608391608401,2.12196778221759,0.0893805414375,0.158640680184778,0.3925877,64,0,-30,63,2.12196778221759,9.94699265597112
5.298550724637685,5.39102021122974,-0.0456463008125,0.286620142388143,0.5165492,64,1,-29,63,5.39102021122974,-1.083438941185
6.232551097653229,9.54120744280251,0.01256276046875,0.38590613281366,0.5937319,64,1,-30,63,9.54120744280251,6.96004456130158
6.706362545017972,7.76762349172611,-0.2251411803125,0.265858168927936,0.7827141,64,0,-31,63,7.76762349172611,-21.8614166589281
6.232551097653229,64.5344016162496,-0.0579108290625,1.00249506788372,1.280897,64,1,-30,63,64.5344016162496,16.4268553596923
6.011428571428571,44.2833675547757,0.3334945440625,0.76204265439929,1.916139,64,2,-30,63,44.2833675547757,-10.7817241783127
6.706362545017972,17.102482948984,-0.30896103953125,0.414450687210969,0.7901987,64,0,-31,63,17.102482948984,-19.2816450689406
6.706362545017972,29.1611970182416,0.45968467796875,0.494301224205233,1.181728,64,0,-31,63,29.1611970182416,11.2487638380405
6.232551097653229,41.9499433243727,-0.399673291,0.704080339808287,1.10548,64,1,-30,63,41.9499433243727,-0.192058492862435
6.232551097653229,98.5378108990058,-0.0240115528125,1.24059531702667,1.523674,64,1,-30,63,98.5378108990058,33.4927446086771
6.232551097653229,65.3230769803351,0.2588328115625,0.976564720577386,1.834745,64,1,-30,63,65.3230769803351,5.51430790323874
6.232551097653229,28.8558641879566,-0.175944196140625,0.648009658709846,1.070397,64,1,-30,63,28.8558641879566,3.80952210736625
6.232551097653229,27.8403664465657,-0.04479109640625,0.658026962525332,0.8388478,64,1,-30,63,27.8403664465657,12.2801403392221
5.631185567010309,2.97530474962112,-0.035472116421875,0.212675493814833,0.3911844,64,1,-30,63,2.97530474962112,-4.30689015214552
6.232551097653229,11.2174226169851,0.06773124578125,0.413140057045202,0.7321942,64,1,-30,63,11.2174226169851,3.22716457024962
6.232551097653229,22.6143962984027,0.10874212021875,0.584401483102903,1.191084,64,1,-30,63,22.6143962984027,-16.4296798349768
6.232551097653229,23.9590974135086,-0.00827531734374999,0.61179442315939,0.8009576,64,1,-30,63,23.9590974135086,8.74300546036802
6.232551097653229,22.5286856536197,-0.227238896776563,0.548063132430543,0.7130153,64,1,-30,63,22.5286856536197,0.284200314373476
6.232551097653229,19.8978697502257,0.22709706015625,0.509245657925196,0.8945129,64,1,-30,63,19.8978697502257,15.558139516304
6.232551097653229,25.5003285703051,0.282784478015625,0.564336400477984,1.53069,64,1,-30,63,25.5003285703051,1.32407121402942
6.232551097653229,118.986685846729,-0.6220063259375,1.21337343668339,1.480638,64,1,-30,63,118.986685846729,37.1068540507017
6.232551097653229,123.078389358953,0.692593987671875,1.20142140898787,2.830643,64,1,-30,63,123.078389358953,-51.0397433590623
6.706362545017972,47.8031387684698,-0.5316450190625,0.681379202033181,1.651844,64,0,-31,63,47.8031387684698,-6.7165230113018
6.232551097653229,83.9207251379212,0.066181665859375,1.14318909957369,1.828196,64,1,-30,63,83.9207251379212,-12.1089744001907
6.232551097653229,32.0904588750375,0.10407898734375,0.700414865858771,1.613018,64,1,-30,63,32.0904588750375,-6.07607745846517
6.706362545017972,14.5572843316161,-0.33965893126875,0.334797518047658,0.1151962,64,0,-31,63,14.5572843316161,-15.9116802841571
6.706362545017972,51.5100612127259,0.769886792921875,0.460563820260897,1.552207,64,0,-31,63,51.5100612127259,1.56768547245845
6.232551097653229,36.2531949550498,-0.15955734334375,0.735525407690134,0.6877557,64,1,-30,63,36.2531949550498,16.6427655810309
6.232551097653229,37.2045384262969,-0.3538530440625,0.675358376063103,0.7714875,64,1,-30,63,37.2045384262969,3.63146266349405
6.232551097653229,53.2386928725158,0.36565419053125,0.835554659540592,2.175287,64,1,-30,63,53.2386928725158,-17.1943595010373
6.706362545017972,126.571323259237,-0.86394216546875,1.10963095696305,1.623778,64,0,-31,63,126.571323259237,48.1348785533362
6.232551097653229,275.492435581035,0.29287095,2.05397076722133,3.482257,64,1,-30,63,275.492435581035,-31.8083434839149
6.232551097653229,704.365564142318,0.40020386875,3.29325808329096,5.050714,64,1,-30,63,704.365564142318,-58.5880868616427
5.8149659863945695,117.114052818414,-0.52886750109375,1.24507278565334,2.064891,64,2,-29,63,117.114052818414,29.4397828187534
6.232551097653229,380.417201030692,-0.707434135625,2.33314288243499,2.110734,64,1,-30,63,380.417201030692,106.903190857622
6.706362545017972,677.997466229173,1.9041005171875,2.63971809674388,5.712151,64,0,-31,63,677.997466229172,-207.142118283135
5.8149659863945695,402.233947225788,-1.0594730371875,2.27209645677194,1.439005,64,2,-30,63,402.233947225788,167.393040611876
6.232551097653229,475.626217050306,0.59831485,2.65963888181845,6.649577,64,1,-30,63,475.626217050306,-164.395842394426
6.232551097653229,597.98654621232,-0.0195458109375,3.05665793732997,5.982526,64,1,-30,63,597.986546212319,-100.408135711001
6.232551097653229,875.976487440355,-1.1615215696875,3.51254896896915,5.937152,64,1,-30,63,875.976487440355,173.573282407826
6.706362545017972,227.349473757652,1.1393870146875,1.5013769540741,3.069209,64,0,-31,63,227.349473757652,-93.8907819604056
6.011428571428571,77.0611688039723,0.374293411671875,1.03149658484219,2.622015,64,3,-28,63,77.0611688039723,-16.8437919266591
6.232551097653229,233.333033555766,-0.69454102703125,1.77860659255475,2.458292,64,1,-30,63,233.333033555766,68.8062207255264
6.706362545017972,226.792670403172,1.29243786834375,1.36866352019795,3.455593,64,0,-31,63,226.792670403172,-106.280709059628
6.232551097653229,482.67741432561,-0.831775196875,2.61724752759482,3.776021,64,1,-30,63,482.67741432561,111.025573894806
5.8149659863945695,208.616666444007,-0.523349184390625,1.72792969891291,2.627627,64,2,-29,63,208.616666444007,58.7972001138321
6.232551097653229,478.914479684818,0.3214346609375,2.71656373085986,4.497334,64,1,-30,63,478.914479684818,-12.6252818142593
6.706362545017972,133.726606018601,-0.8485931996875,1.17019989766055,1.018941,64,0,-31,63,133.726606018601,59.6161179635511
6.232551097653229,640.665039667383,0.741198923125,3.07587636311364,4.856118,64,1,-30,63,640.665039667383,-41.755597781846
5.5426829268292686,286.724722796463,-0.041268094640625,2.1162161368961,2.778252,64,1,-29,63,286.724722796463,69.1004052087796
6.43684210526316,122.287130359295,-0.24863972625,1.3597480275383,2.819416,64,1,-29,63,122.287130359295,-1.77124076628145
6.232551097653229,80.5499511198718,0.03378080109375,1.12136160257317,1.877313,64,1,-30,63,80.5499511198718,-22.3814045804122
6.232551097653229,72.7324998394804,-0.4654398434375,0.959067808933631,1.558289,64,1,-30,63,72.7324998394804,4.97432038222729
6.232551097653229,163.031228508905,0.4813339578125,1.52173603706694,2.229549,64,1,-30,63,163.031228508905,-19.5884563456853
6.232551097653229,136.35636294934,0.698601913125,1.28160974483714,2.750653,64,1,-30,63,136.35636294934,-59.9204807939992
6.232551097653229,145.825851153961,-0.05559383296875,1.50845558436982,2.008291,64,1,-30,63,145.825851153961,10.6392273183049
6.706362545017972,48.7042923668032,-0.633540015625,0.599692935453783,0.600281,64,0,-31,63,48.7042923668032,4.21764616130045
6.232551097653229,62.8067903812212,-0.26208093025,0.955337472156241,1.144306,64,1,-30,63,62.8067903812212,20.3616009533457
6.706362545017972,189.877679800017,1.40294288125,0.999294760731395,2.698262,64,0,-31,63,189.877679800017,-83.1072988856567
6.706362545017972,374.745703327325,-2.05827983828125,1.27235440102762,0.7887956,64,0,-31,63,374.745703327325,180.880040180271
6.232551097653229,600.153896493689,0.580451678125,3.00673917759352,4.25596,64,1,-30,63,600.153896493689,-32.7213420092112
6.232551097653229,502.488432206086,-0.548484856875,2.74782570680873,3.438754,64,1,-30,63,502.488432206086,77.4815916257382
6.226804123711357,0.341987516992899,-0.010330978921875,0.072365916200445,0.1460382,64,14,-17,63,0.341987516992899,-2.23443422112925
6.226804123711357,0.386607986031565,-0.01003127340625,0.077072195606407,0.2138663,64,15,-16,63,0.386607986031565,-2.20055030553449
6.226804123711357,0.235016350816162,-0.0159588695625,0.058458916888612,0.1114223,64,12,-17,63,0.235016350816162,-3.43301797898501
6.226804123711357,0.629906325987356,-0.008489087515625,0.0988444319964686,0.2241574,64,16,-17,63,0.629906325987356,-1.54801499993292
6.226804123711357,0.695718166937233,-0.009198034828125,0.103855633037861,0.2377226,64,16,-16,63,0.695718166937233,-0.84477003558798
4.647761194029847,18.4561060847427,-0.030489170015625,0.536140903201632,1.697188,64,14,-16,63,18.4561060847427,-1.1330072875629
4.647761194029847,44.0036988493611,-0.01560803734375,0.829044138566544,2.025567,64,14,-17,63,44.0036988493611,-0.784149633767171
4.647761194029847,15.0156271869501,0.00278153106250001,0.48436704871517,1.966627,64,14,-17,63,15.0156271869501,-3.57812722993675
6.226804123711357,0.775251735185924,-0.008664436578125,0.10971889491361,0.2157374,64,14,-17,63,0.775251735185924,-0.920702967392302
6.226804123711357,0.429678150761397,-0.01165390484375,0.0811043007955783,0.1432319,64,15,-16,63,0.429678150761397,-2.45751145211403
6.226804123711357,0.623076282189639,-0.010535637793125,0.0981048788058228,0.1857993,64,14,-21,63,0.623076282189639,-1.53856729564074
6.226804123711357,0.651850535757732,-0.016243916140625,0.0996057217715474,0.1787826,64,9,-22,63,0.651850535757732,-2.39580798884341
5.118655692729714,0.932558180021968,-0.01111297890625,0.120198682449819,0.2868392,64,4,-24,63,0.932558180021968,-1.57932906288541
6.226804123711357,1.48398173885498,-0.0128671497421875,0.151728873742347,0.285904,64,7,-20,63,1.48398173885498,-1.84497692684919
6.226804123711357,0.710654785173829,-0.00919071,0.104973862785157,0.2550307,64,14,-22,63,0.710654785173829,-1.70858027966099
6.226804123711357,0.812164396295628,-0.010418633828125,0.112167378329328,0.2363192,64,5,-24,63,0.812164396295628,-0.693702173530224
6.226804123711357,1.9705486833064,-0.0185973946875,0.174481976397277,0.3672969,64,16,-23,63,1.9705486833064,-2.27180367218278
4.917798165137549,1.83628543844861,-0.00770696240625,0.169211591524423,0.2583048,64,5,-21,63,1.83628543844861,1.5307210630242
6.226804123711357,1.16821899287937,-0.01350295921875,0.134428761268104,0.2760807,64,16,-23,63,1.16821899287937,-1.02565723206402
6.226804123711357,1.65525247039621,-0.014752825703125,0.160142667592725,0.3256651,64,12,-19,63,1.65525247039621,-1.88526693910445
6.226804123711357,1.2054542583808,-0.00912488947656249,0.136937793100519,0.2901136,64,14,-17,63,1.2054542583808,-0.967649406915856
6.226804123711357,1.24934968722475,-0.013393444109375,0.139074456740897,0.2910492,64,15,-16,63,1.24934968722475,-1.843593760573
6.226804123711357,1.55904893198142,-0.009022640390625,0.155816339074537,0.3747817,64,15,-16,63,1.55904893198142,-0.947327167201925
6.226804123711357,1.0310172227284,-0.012991382203125,0.126257150663175,0.2849684,64,14,-18,63,1.0310172227284,-1.24412664729852
6.226804123711357,0.969062141291945,-0.012779441421875,0.122385790983396,0.2662573,64,13,-18,63,0.969062141291944,-2.4631536506904
6.226804123711357,0.499387068497514,-0.010732986328125,0.0876796780887905,0.2414644,64,11,-21,63,0.499387068497514,-2.24262743722339
6.226804123711357,0.875936695243048,-0.013912337140625,0.116159191364516,0.2985336,64,15,-16,63,0.875936695243048,-2.07658710460063
6.226804123711357,0.946180528580829,-0.00443986246875,0.121508676152504,0.3223899,64,15,-17,63,0.946180528580829,-1.42542657429537
6.226804123711357,0.708689626056373,-0.0122532158203125,0.104513798654492,0.2550307,64,15,-16,63,0.708689626056373,-2.4772405023998
6.226804123711357,0.602627809973768,-0.00779470765625,0.0967228104605822,0.2344485,64,15,-16,63,0.602627809973768,-1.38740881060924
4.917798165137549,4.88659039010267,-0.0077215807228125,0.276212512454623,0.6142833,64,15,-16,63,4.88659039010267,-0.519566892325144
4.917798165137549,9.01406291694915,-0.012691710859375,0.375078196584116,0.772392,64,15,-16,63,9.01406291694915,-0.574259393113744
6.226804123711357,0.630422565951322,-0.009885058296875,0.0987554465103408,0.1923478,64,14,-17,63,0.630422565951322,-1.43770732933676
6.226804123711357,0.346623249973261,-0.016572825390625,0.0717030664574679,0.1030031,64,14,-18,63,0.346623249973261,-3.19302889136985
6.226804123711357,0.350690717009097,-0.00992157475,0.0733560141211837,0.1189072,64,15,-19,63,0.350690717009097,-1.53468514256936
6.226804123711357,0.216524467992029,-0.0099727764259375,0.0573039138517931,0.1460382,64,14,-17,63,0.216524467992029,-2.71205091597937
6.226804123711357,0.116730192951312,-0.0090664683946875,0.0417337802710512,0.08475978,64,8,-19,63,0.116730192951312,-2.14407846698064
6.226804123711357,0.410783616550747,-0.010652521296875,0.0794041422006752,0.1689593,64,15,-17,63,0.410783616550747,-1.80543339297337
6.226804123711357,0.316482716794348,-0.0088910844453125,0.0697566560788145,0.2003004,64,14,-17,63,0.316482716794348,-2.38330763731204
6.226804123711357,0.255558316728941,-0.009753480171875,0.0624337114340205,0.1670882,64,15,-16,63,0.255558316728941,-2.71203374751579
6.226804123711357,0.343443142850535,-0.017303733078125,0.0711820197002067,0.146506,64,14,-17,63,0.343443142850535,-3.47331997816823
6.226804123711357,0.500031168507472,-0.005879764859375,0.0881953251205965,0.1404245,64,14,-17,63,0.500031168507472,-1.00433778238848
4.862727272727284,0.0963124852165506,-0.00333622509375,0.0386490903338285,0.08756608,64,1,-17,63,0.0963124852165506,-1.28095304600117
6.226804123711357,0.218719652187645,-0.01187311984375,0.057240925836397,0.1189072,64,15,-16,63,0.218719652187645,-2.68266076201066
6.226804123711357,0.165398608576343,-0.0153375814140625,0.0484676371960958,0.08896941,64,16,-17,63,0.165398608576343,-4.1096897863889
6.226804123711357,0.262869446619425,-0.0086133173046875,0.0635070536904153,0.1306012,64,15,-16,63,0.262869446619425,-1.35117853829896
4.917798165137549,0.105655892615336,-0.003087683921875,0.0405134487561011,0.08756608,64,15,-16,63,0.105655892615337,-0.384619479912986
6.573749999999992,0.0987627654069627,-0.0113688373984375,0.0376020976235593,0.05388648,64,0,-18,63,0.0987627654069627,-2.62751636958857
6.226804123711357,0.140870748644981,-0.0120851135915625,0.045332719718288,0.0740009,64,16,-17,63,0.140870748644981,-2.82548148152602
6.226804123711357,0.201457731634537,-0.0096439396134375,0.0552699872039249,0.1011312,64,13,-17,63,0.201457731634537,-2.12229891108344
6.226804123711357,0.113156871170514,-0.008364795915625,0.0412080853878122,0.08896941,64,15,-16,63,0.113156871170514,-2.30687283772091
6.226804123711357,0.341297523672824,-0.00345308146875,0.0729441569679029,0.1652175,64,15,-16,63,0.341297523672824,-0.763221354206579
6.226804123711357,0.168784855870019,-0.011076408625,0.0501455535909323,0.1432319,64,16,-16,63,0.168784855870019,-3.06690452749931
6.226804123711357,0.242941845727094,-0.015388818609375,0.0596586171587441,0.1586682,64,16,-15,63,0.242941845727094,-3.37801307960752
6.226804123711357,0.278904296298455,-0.0088837777384375,0.0654137456713603,0.1698949,64,14,-17,63,0.278904296298455,-2.1370499968428
6.226804123711357,0.120538581622228,-0.0071515160625,0.0428050365711224,0.1025353,64,15,-16,63,0.120538581622228,-2.00572110487011
6.226804123711357,0.259012510363709,-0.0089275801759375,0.062987052531732,0.1582004,64,15,-16,63,0.259012510363709,-1.86245716983907
6.226804123711357,0.111454433973087,-0.0117415921015625,0.0400451063895454,0.08990459,64,14,-17,63,0.111454433973087,-3.29283572561891
6.226804123711357,0.183214227311014,-0.008642504121875,0.0528017937596628,0.1315368,64,15,-16,63,0.183214227311014,-2.29999047608392
6.226804123711357,0.278433802726654,-0.0093807421446875,0.0652880528459752,0.1792504,64,15,-16,63,0.278433802726654,-2.17880721015426
6.226804123711357,0.396071913081215,-0.00650095671875,0.0783987321557876,0.1511834,64,15,-16,63,0.396071913081215,-1.41776341289571
6.226804123711357,0.129661608200204,-0.00965123934375,0.0439638056503055,0.1212457,64,15,-17,63,0.129661608200204,-2.06567214598872
6.226804123711357,0.132369295192172,-0.012165514078125,0.0438208911889367,0.08522719,64,15,-16,63,0.132369295192172,-3.14821163246964
6.226804123711357,0.245242116236083,-0.008379464703125,0.0613326392508742,0.1315368,64,15,-16,63,0.245242116236083,-2.14248343845685
6.226804123711357,0.179599951619356,-0.004206013859375,0.0528068053518406,0.1095516,64,13,-16,63,0.179599951619356,-0.786787281260234
6.226804123711357,0.124423321326903,-0.009943537703125,0.0429562621008788,0.07446868,64,16,-17,63,0.124423321326903,-2.54867658076843
6.226804123711357,0.102558471740693,-0.007699714371875,0.0392834636907168,0.0870983,64,16,-16,63,0.102558471740693,-1.91324978354627
6.226804123711357,0.42124685036539,-0.0051853433125,0.0809635365562222,0.1698949,64,16,-15,63,0.42124685036539,-1.02078416415202
6.226804123711357,0.171034789230288,-0.0074365154375,0.0511577640233725,0.101599,64,14,-17,63,0.171034789230288,-1.64027729940266
6.226804123711357,0.133083028020987,-0.0092418832775,0.0446543380458494,0.09692162,64,15,-16,63,0.133083028020987,-2.15810317003961
6.226804123711357,0.273246519299744,-0.0059820265625,0.0650668288935618,0.1572649,64,12,-18,63,0.273246519299744,-1.40197805482952
6.226804123711357,0.240030558903301,-0.011580781484375,0.0601362035971281,0.1156327,64,16,-15,63,0.240030558903301,-2.85232959935358
6.226804123711357,0.362256488660354,-0.0049514471875,0.075071571224182,0.153523,64,14,-17,63,0.362256488660354,-0.849370947942218
6.226804123711357,0.2698938604484,-0.0104259332165625,0.0640967353776308,0.152119,64,16,-17,63,0.2698938604484,-2.49617235056686
6.226804123711357,0.154515563880591,-0.00661070015625,0.0486888522053909,0.1025353,64,15,-16,63,0.154515563880591,-1.56069434293796
6.226804123711357,0.17214212598818,-0.012538338171875,0.0503240578098886,0.1039386,64,16,-16,63,0.17214212598818,-3.37988513209722
6.226804123711357,0.137602433767428,-0.009095710734375,0.0454676376541891,0.08943719,64,14,-17,63,0.137602433767428,-2.53632923389781
6.226804123711357,0.164349005673938,-0.006954218559375,0.0501955382268557,0.1142297,64,14,-17,63,0.164349005673938,-1.61250341829408
6.226804123711357,0.132490797136996,-0.0110691555,0.0441321028479539,0.0973894,64,17,-15,63,0.132490797136996,-2.9004993502638
6.226804123711357,0.14877873155327,-0.009103001008125,0.0473476826588791,0.1034709,64,14,-17,63,0.14877873155327,-2.06777328266116
6.226804123711357,0.150373476016385,-0.0075973720353125,0.0478734320987441,0.08522719,64,16,-15,63,0.150373476016385,-1.63273600842513
6.226804123711357,0.140010544247227,-0.0086571334728125,0.0459643208793172,0.1048742,64,15,-16,63,0.140010544247227,-2.4768030323679
6.226804123711357,0.169367482479675,-0.0054265654140625,0.0511558335046143,0.1104868,64,16,-17,63,0.169367482479675,-1.2645100051695
6.226804123711357,0.261203504414953,-0.006859188421875,0.0635157955998101,0.1273271,64,15,-16,63,0.261203504414953,-1.66054240699758
6.226804123711357,0.203268833678715,-0.011310325746875,0.0552100720677803,0.1343442,64,15,-16,63,0.203268833678715,-3.10381102760322
6.226804123711357,0.86338169557458,-0.008547570328125,0.115832974730163,0.3434399,64,16,-17,63,0.86338169557458,-1.45466221231179
6.226804123711357,0.582935078363942,-0.007955433390625,0.0951055817447321,0.2077848,64,15,-16,63,0.582935078363942,-1.56339466568426
6.226804123711357,0.0914475052138429,-0.0076046583125,0.0370275092453762,0.06230647,64,15,-16,63,0.0914475052138429,-1.98891631946347
