预测结果_Y,Mean,Energy,Standard Deviation,Entropy,Peak Value,Autocorrelation Lag,Peak Frequency,Autocorrelation Peak,Duration,Bandwidth
5.7286262218835216,0.0025200986203125,0.0101172264468884,0.0123179042932039,0.885210378421674,0.03006035,63,8,0.0101172264468884,64,-23
5.839804193195874,0.001869618453125,0.00643154539871609,0.00984872700884096,0.634478197939948,0.03006035,63,8,0.00643154539871609,64,-23
5.898985439766807,0.0041573188203125,0.00831147738083717,0.010610538831834,1.55488551344081,0.0291248,63,0,0.00831147738083717,64,-23
6.138391001410588,0.0053560265015625,0.00737067500396914,0.00929945036287511,2.07805401848034,0.02351202,63,0,0.00737067500396914,64,-25
5.896561774373385,0.0042012437703125,0.00931486485142408,0.0113090368328126,1.61222753418282,0.03754497,63,0,0.00931486485142408,64,-23
5.814668927476742,0.001789267984375,0.00688789016717667,0.0102186987401638,0.683873668174216,0.02585072,63,5,0.00688789016717667,64,-23
5.816253768504032,0.0021692514015625,0.00756948612271098,0.0106568085759377,0.890890693520401,0.02725387,63,8,0.00756948612271098,64,-23
5.797385794810745,-0.0014413471015625,0.00801919600598954,0.0111005610725947,-0.627671347737434,0.04596515,63,8,0.00801919600598955,64,-18
5.745598416860671,-0.0024353681734375,0.00716506271414154,0.0102967512725262,-0.860850998580339,0.01789833,63,1,0.00716506271414154,64,-23
5.829812152842742,-0.000768923378125,0.00735356087014728,0.0106914987459488,-0.309170246699856,0.02210796,63,8,0.00735356087014728,64,-23
5.792044343129115,0.002037711959375,0.00709441069574432,0.0103294674156815,0.625331393780033,0.03520627,63,8,0.00709441069574432,64,-23
5.953745843985395,0.003791862040625,0.008170103929504,0.0106432916037928,1.42896432758277,0.03286757,63,0,0.008170103929504,64,-20
5.785944103494642,0.0023739692953125,0.00751853421926162,0.0105755078819353,0.923545518293486,0.0314635,63,8,0.00751853421926162,64,-23
5.897256826957436,0.0018257962734375,0.00490053862137739,0.00855788431371466,0.768164526088355,0.02164018,63,8,0.00490053862137739,64,-21
5.897876015251085,0.001642984940625,0.00557846249894568,0.00919043399578636,0.663100884897506,0.02351202,63,8,0.00557846249894568,64,-18
5.810460742379457,0.000451685846874999,0.00716467733582332,0.010570906454414,0.209437255467613,0.03333534,63,8,0.00716467733582332,64,-23
5.86104694788639,-0.0003230845640625,0.00658444507019477,0.0101379273318691,-0.103948626398499,0.02257646,63,8,0.00658444507019477,64,-17
5.810976838324271,0.00254937465625,0.00673619349582142,0.00993749023819797,1.04345968726947,0.0291248,63,8,0.00673619349582142,64,-23
5.831060900454223,0.00068556859375,0.00651586317725658,0.0100667948150292,0.26727798049631,0.03099572,63,8,0.00651586317725658,64,-21
5.878313105064309,-0.000600832840625,0.00554988318971034,0.00929278885678839,-0.237545893070313,0.02023703,63,8,0.00554988318971034,64,-22
5.844209148734315,-0.000593552453125,0.00590207261524157,0.00958475769639164,-0.301343232150244,0.02725387,63,8,0.00590207261524157,64,-23
5.750134853033173,-0.0018579553484375,0.00790952140825156,0.0109605781748566,-0.787856279987345,0.02631832,63,2,0.00790952140825156,64,-19
5.839804193195874,0.001796548509375,0.006440526987034,0.00986942995445374,0.65032254968195,0.03006035,63,8,0.006440526987034,64,-23
5.915916066602966,-0.0003011256296875,0.00483181387617014,0.0086836867268634,-0.170959924936197,0.01789833,63,8,0.00483181387617013,64,-21
5.837429717121389,0.0015846009484375,0.00597662949659297,0.00953277901340822,0.577796780455454,0.02304424,63,27,0.00597662949659297,64,-22
5.799201914208043,0.0026590469421875,0.00738922710864076,0.0104108665792889,1.08540629625046,0.02444739,63,8,0.00738922710864076,64,-22
6.0780595576720025,0.0020596758640625,0.00479306909290183,0.00840532211825278,0.829570546662455,0.02023703,63,0,0.00479306909290183,64,-17
5.830902579157295,0.0017161318953125,0.00620231946932364,0.00969361300166625,0.723762442958341,0.0291248,63,8,0.00620231946932364,64,-22
6.035128630610145,0.00372609813125,0.00650449959569355,0.00936744356262726,1.45502935904386,0.02444739,63,0,0.00650449959569355,64,-23
5.760779052409573,0.0012118898375,0.00554562940210987,0.00922939772843987,0.580486411393957,0.01930148,63,3,0.00554562940210987,64,-19
5.811610985596239,0.0031487627046875,0.00806635451723479,0.0107759956737817,1.17198675854362,0.02444739,63,8,0.00806635451723479,64,-21
5.807225502078602,0.0023447360921875,0.00905277010229054,0.0116598347117909,0.835373572250047,0.02959258,63,24,0.00905277010229054,64,-18
5.826515981949756,-0.00169719723125,0.00517156119876106,0.0088275231684136,-0.708988222554797,0.02164018,63,2,0.00517156119876106,64,-19
5.867752819474921,-0.0001038111265625,0.00576783846516035,0.00949271822336112,-0.0378472157657411,0.02351202,63,26,0.00576783846516035,64,-18
6.013801423960736,0.0055533675984375,0.0177166044260549,0.0156838149846819,1.78323199323907,0.04315867,63,1,0.0177166044260549,64,-30
5.879273502284948,0.0182345563375,0.16965861939796,0.0481499416746028,3.91485443948002,0.1376493,63,1,0.16965861939796,64,-30
6.328175080672483,0.0893805414375,2.12196778221759,0.158640680184778,9.94699265597112,0.3925877,63,0,2.12196778221759,64,-30
5.586774558874395,-0.0456463008125,5.39102021122974,0.286620142388143,-1.083438941185,0.5165492,63,1,5.39102021122974,64,-29
6.266087114713434,0.01256276046875,9.54120744280251,0.38590613281366,6.96004456130158,0.5937319,63,1,9.54120744280251,64,-30
7.079671994887488,-0.2251411803125,7.76762349172611,0.265858168927936,-21.8614166589281,0.7827141,63,0,7.76762349172611,64,-31
6.4685921943445654,-0.0579108290625,64.5344016162496,1.00249506788372,16.4268553596923,1.280897,63,1,64.5344016162496,64,-30
6.50380518757389,0.3334945440625,44.2833675547757,0.76204265439929,-10.7817241783127,1.916139,63,2,44.2833675547757,64,-30
7.084749074561069,-0.30896103953125,17.102482948984,0.414450687210969,-19.2816450689406,0.7901987,63,0,17.102482948984,64,-31
7.080475204495393,0.45968467796875,29.1611970182416,0.494301224205233,11.2487638380405,1.181728,63,0,29.1611970182416,64,-31
6.591834779190338,-0.399673291,41.9499433243727,0.704080339808287,-0.192058492862435,1.10548,63,1,41.9499433243727,64,-30
6.4880165347122265,-0.0240115528125,98.5378108990058,1.24059531702667,33.4927446086771,1.523674,63,1,98.5378108990058,64,-30
6.538854389099421,0.2588328115625,65.3230769803351,0.976564720577386,5.51430790323874,1.834745,63,1,65.3230769803351,64,-30
6.475012415705725,-0.175944196140625,28.8558641879566,0.648009658709846,3.80952210736625,1.070397,63,1,28.8558641879566,64,-30
6.40207673003695,-0.04479109640625,27.8403664465657,0.658026962525332,12.2801403392221,0.8388478,63,1,27.8403664465657,64,-30
5.931990216553914,-0.035472116421875,2.97530474962112,0.212675493814833,-4.30689015214552,0.3911844,63,1,2.97530474962112,64,-30
6.329521869189935,0.06773124578125,11.2174226169851,0.413140057045202,3.22716457024962,0.7321942,63,1,11.2174226169851,64,-30
6.4680437556874155,0.10874212021875,22.6143962984027,0.584401483102903,-16.4296798349768,1.191084,63,1,22.6143962984027,64,-30
6.381465127594933,-0.00827531734374999,23.9590974135086,0.61179442315939,8.74300546036802,0.8009576,63,1,23.9590974135086,64,-30
6.474315399422777,-0.227238896776563,22.5286856536197,0.548063132430543,0.284200314373476,0.7130153,63,1,22.5286856536197,64,-30
6.507370289927454,0.22709706015625,19.8978697502257,0.509245657925196,15.558139516304,0.8945129,63,1,19.8978697502257,64,-30
6.521988217500713,0.282784478015625,25.5003285703051,0.564336400477984,1.32407121402942,1.53069,63,1,25.5003285703051,64,-30
6.622663775033301,-0.6220063259375,118.986685846729,1.21337343668339,37.1068540507017,1.480638,63,1,118.986685846729,64,-30
6.658855800521996,0.692593987671875,123.078389358953,1.20142140898787,-51.0397433590623,2.830643,63,1,123.078389358953,64,-30
7.09300334651851,-0.5316450190625,47.8031387684698,0.681379202033181,-6.7165230113018,1.651844,63,0,47.8031387684698,64,-31
6.491948662072091,0.066181665859375,83.9207251379212,1.14318909957369,-12.1089744001907,1.828196,63,1,83.9207251379212,64,-30
6.473061806096442,0.10407898734375,32.0904588750375,0.700414865858771,-6.07607745846517,1.613018,63,1,32.0904588750375,64,-30
7.083186658338088,-0.33965893126875,14.5572843316161,0.334797518047658,-15.9116802841571,0.1151962,63,0,14.5572843316161,64,-31
7.098799056374695,0.769886792921875,51.5100612127259,0.460563820260897,1.56768547245845,1.552207,63,0,51.5100612127259,64,-31
6.495091108270802,-0.15955734334375,36.2531949550498,0.735525407690134,16.6427655810309,0.6877557,63,1,36.2531949550498,64,-30
6.605965968559296,-0.3538530440625,37.2045384262969,0.675358376063103,3.63146266349405,0.7714875,63,1,37.2045384262969,64,-30
6.573776766359432,0.36565419053125,53.2386928725158,0.835554659540592,-17.1943595010373,2.175287,63,1,53.2386928725158,64,-30
7.101256777810327,-0.86394216546875,126.571323259237,1.10963095696305,48.1348785533362,1.623778,63,0,126.571323259237,64,-31
6.53486343432771,0.29287095,275.492435581035,2.05397076722133,-31.8083434839149,3.482257,63,1,275.492435581035,64,-30
6.576840905515535,0.40020386875,704.365564142318,3.29325808329096,-58.5880868616427,5.050714,63,1,704.365564142318,64,-30
6.364569007372921,-0.52886750109375,117.114052818414,1.24507278565334,29.4397828187534,2.064891,63,2,117.114052818414,64,-29
6.595548142437864,-0.707434135625,380.417201030692,2.33314288243499,106.903190857622,2.110734,63,1,380.417201030692,64,-30
7.11950962793465,1.9041005171875,677.997466229173,2.63971809674388,-207.142118283135,5.712151,63,0,677.997466229172,64,-31
6.620285562447266,-1.0594730371875,402.233947225788,2.27209645677194,167.393040611876,1.439005,63,2,402.233947225788,64,-30
6.585004467423568,0.59831485,475.626217050306,2.65963888181845,-164.395842394426,6.649577,63,1,475.626217050306,64,-30
6.530277444254733,-0.0195458109375,597.98654621232,3.05665793732997,-100.408135711001,5.982526,63,1,597.986546212319,64,-30
6.650515786643135,-1.1615215696875,875.976487440355,3.51254896896915,173.573282407826,5.937152,63,1,875.976487440355,64,-30
7.136649108151582,1.1393870146875,227.349473757652,1.5013769540741,-93.8907819604056,3.069209,63,0,227.349473757652,64,-31
5.970746714458751,0.374293411671875,77.0611688039723,1.03149658484219,-16.8437919266591,2.622015,63,3,77.0611688039723,64,-28
6.594254551841946,-0.69454102703125,233.333033555766,1.77860659255475,68.8062207255264,2.458292,63,1,233.333033555766,64,-30
7.146721092275186,1.29243786834375,226.792670403172,1.36866352019795,-106.280709059628,3.455593,63,0,226.792670403172,64,-31
6.58345868747282,-0.831775196875,482.67741432561,2.61724752759482,111.025573894806,3.776021,63,1,482.67741432561,64,-30
6.389731283241696,-0.523349184390625,208.616666444007,1.72792969891291,58.7972001138321,2.627627,63,2,208.616666444007,64,-29
6.545071410554581,0.3214346609375,478.914479684818,2.71656373085986,-12.6252818142593,4.497334,63,1,478.914479684818,64,-30
7.095756559719428,-0.8485931996875,133.726606018601,1.17019989766055,59.6161179635511,1.018941,63,0,133.726606018601,64,-31
6.608967486691223,0.741198923125,640.665039667383,3.07587636311364,-41.755597781846,4.856118,63,1,640.665039667383,64,-30
6.305054744425494,-0.041268094640625,286.724722796463,2.1162161368961,69.1004052087796,2.778252,63,1,286.724722796463,64,-29
6.348085413461581,-0.24863972625,122.287130359295,1.3597480275383,-1.77124076628145,2.819416,63,1,122.287130359295,64,-29
6.446679842137154,0.03378080109375,80.5499511198718,1.12136160257317,-22.3814045804122,1.877313,63,1,80.5499511198718,64,-30
6.614222544938309,-0.4654398434375,72.7324998394804,0.959067808933631,4.97432038222729,1.558289,63,1,72.7324998394804,64,-30
6.58171151017174,0.4813339578125,163.031228508905,1.52173603706694,-19.5884563456853,2.229549,63,1,163.031228508905,64,-30
6.669849981039805,0.698601913125,136.35636294934,1.28160974483714,-59.9204807939992,2.750653,63,1,136.35636294934,64,-30
6.49607480281142,-0.05559383296875,145.825851153961,1.50845558436982,10.6392273183049,2.008291,63,1,145.825851153961,64,-30
7.085534537777696,-0.633540015625,48.7042923668032,0.599692935453783,4.21764616130045,0.600281,63,0,48.7042923668032,64,-31
6.562905152722899,-0.26208093025,62.8067903812212,0.955337472156241,20.3616009533457,1.144306,63,1,62.8067903812212,64,-30
7.14576430205404,1.40294288125,189.877679800017,0.999294760731395,-83.1072988856567,2.698262,63,0,189.877679800017,64,-31
7.11619328251625,-2.05827983828125,374.745703327325,1.27235440102762,180.880040180271,0.7887956,63,0,374.745703327325,64,-31
6.571972841704413,0.580451678125,600.153896493689,3.00673917759352,-32.7213420092112,4.25596,63,1,600.153896493689,64,-30
6.594042442110837,-0.548484856875,502.488432206086,2.74782570680873,77.4815916257382,3.438754,63,1,502.488432206086,64,-30
6.019705366448724,-0.010330978921875,0.341987516992899,0.072365916200445,-2.23443422112925,0.1460382,63,14,0.341987516992899,64,-17
5.920314744826186,-0.01003127340625,0.386607986031565,0.077072195606407,-2.20055030553449,0.2138663,63,15,0.386607986031565,64,-16
6.156309304855874,-0.0159588695625,0.235016350816162,0.058458916888612,-3.43301797898501,0.1114223,63,12,0.235016350816162,64,-17
5.991422468145889,-0.008489087515625,0.629906325987356,0.0988444319964686,-1.54801499993292,0.2241574,63,16,0.629906325987356,64,-17
5.922475525230068,-0.009198034828125,0.695718166937233,0.103855633037861,-0.84477003558798,0.2377226,63,16,0.695718166937233,64,-16
5.335210751717367,-0.030489170015625,18.4561060847427,0.536140903201632,-1.1330072875629,1.697188,63,14,18.4561060847427,64,-16
5.241198511630055,-0.01560803734375,44.0036988493611,0.829044138566544,-0.784149633767171,2.025567,63,14,44.0036988493611,64,-17
5.372826916297191,0.00278153106250001,15.0156271869501,0.48436704871517,-3.57812722993675,1.966627,63,14,15.0156271869501,64,-17
6.01559429034428,-0.008664436578125,0.775251735185924,0.10971889491361,-0.920702967392302,0.2157374,63,14,0.775251735185924,64,-17
5.944574184554856,-0.01165390484375,0.429678150761397,0.0811043007955783,-2.45751145211403,0.1432319,63,15,0.429678150761397,64,-16
5.989877929230882,-0.010535637793125,0.623076282189639,0.0981048788058228,-1.53856729564074,0.1857993,63,14,0.623076282189639,64,-21
5.956772802498702,-0.016243916140625,0.651850535757732,0.0996057217715474,-2.39580798884341,0.1787826,63,9,0.651850535757732,64,-22
5.683757999637171,-0.01111297890625,0.932558180021968,0.120198682449819,-1.57932906288541,0.2868392,63,4,0.932558180021968,64,-24
5.907655663261343,-0.0128671497421875,1.48398173885498,0.151728873742347,-1.84497692684919,0.285904,63,7,1.48398173885498,64,-20
5.981096938308335,-0.00919071,0.710654785173829,0.104973862785157,-1.70858027966099,0.2550307,63,14,0.710654785173829,64,-22
5.815034672211157,-0.010418633828125,0.812164396295628,0.112167378329328,-0.693702173530224,0.2363192,63,5,0.812164396295628,64,-24
5.851059939823408,-0.0185973946875,1.9705486833064,0.174481976397277,-2.27180367218278,0.3672969,63,16,1.9705486833064,64,-23
5.8082855990915085,-0.00770696240625,1.83628543844861,0.169211591524423,1.5307210630242,0.2583048,63,5,1.83628543844861,64,-21
5.834534720533561,-0.01350295921875,1.16821899287937,0.134428761268104,-1.02565723206402,0.2760807,63,16,1.16821899287937,64,-23
5.962264646920495,-0.014752825703125,1.65525247039621,0.160142667592725,-1.88526693910445,0.3256651,63,12,1.65525247039621,64,-19
5.952235769529767,-0.00912488947656249,1.2054542583808,0.136937793100519,-0.967649406915856,0.2901136,63,14,1.2054542583808,64,-17
5.887827850651137,-0.013393444109375,1.24934968722475,0.139074456740897,-1.843593760573,0.2910492,63,15,1.24934968722475,64,-16
5.842722980706921,-0.009022640390625,1.55904893198142,0.155816339074537,-0.947327167201925,0.3747817,63,15,1.55904893198142,64,-16
6.020115859427779,-0.012991382203125,1.0310172227284,0.126257150663175,-1.24412664729852,0.2849684,63,14,1.0310172227284,64,-18
6.054452378590945,-0.012779441421875,0.969062141291945,0.122385790983396,-2.4631536506904,0.2662573,63,13,0.969062141291944,64,-18
5.935973887047802,-0.010732986328125,0.499387068497514,0.0876796780887905,-2.24262743722339,0.2414644,63,11,0.499387068497514,64,-21
5.9300986512755784,-0.013912337140625,0.875936695243048,0.116159191364516,-2.07658710460063,0.2985336,63,15,0.875936695243048,64,-16
5.940756207229548,-0.00443986246875,0.946180528580829,0.121508676152504,-1.42542657429537,0.3223899,63,15,0.946180528580829,64,-17
5.932360281422165,-0.0122532158203125,0.708689626056373,0.104513798654492,-2.4772405023998,0.2550307,63,15,0.708689626056373,64,-16
5.876701425198431,-0.00779470765625,0.602627809973768,0.0967228104605822,-1.38740881060924,0.2344485,63,15,0.602627809973768,64,-16
5.629333958817531,-0.0077215807228125,4.88659039010267,0.276212512454623,-0.519566892325144,0.6142833,63,15,4.88659039010267,64,-16
5.569683001771647,-0.012691710859375,9.01406291694915,0.375078196584116,-0.574259393113744,0.772392,63,15,9.01406291694915,64,-16
6.0316712703010005,-0.009885058296875,0.630422565951322,0.0987554465103408,-1.43770732933676,0.1923478,63,14,0.630422565951322,64,-17
6.130312177990058,-0.016572825390625,0.346623249973261,0.0717030664574679,-3.19302889136985,0.1030031,63,14,0.346623249973261,64,-18
6.0391220688106895,-0.00992157475,0.350690717009097,0.0733560141211837,-1.53468514256936,0.1189072,63,15,0.350690717009097,64,-19
6.048362390929038,-0.0099727764259375,0.216524467992029,0.0573039138517931,-2.71205091597937,0.1460382,63,14,0.216524467992029,64,-17
5.938404156456347,-0.0090664683946875,0.116730192951312,0.0417337802710512,-2.14407846698064,0.08475978,63,8,0.116730192951312,64,-19
6.031456175188793,-0.010652521296875,0.410783616550747,0.0794041422006752,-1.80543339297337,0.1689593,63,15,0.410783616550747,64,-17
6.013086184259561,-0.0088910844453125,0.316482716794348,0.0697566560788145,-2.38330763731204,0.2003004,63,14,0.316482716794348,64,-17
5.939845347936366,-0.009753480171875,0.255558316728941,0.0624337114340205,-2.71203374751579,0.1670882,63,15,0.255558316728941,64,-16
6.1443102580855635,-0.017303733078125,0.343443142850535,0.0711820197002067,-3.47331997816823,0.146506,63,14,0.343443142850535,64,-17
5.997132031334644,-0.005879764859375,0.500031168507472,0.0881953251205965,-1.00433778238848,0.1404245,63,14,0.500031168507472,64,-17
5.839324248219216,-0.00333622509375,0.0963124852165506,0.0386490903338285,-1.28095304600117,0.08756608,63,1,0.0963124852165506,64,-17
5.94197910656919,-0.01187311984375,0.218719652187645,0.057240925836397,-2.68266076201066,0.1189072,63,15,0.218719652187645,64,-16
6.127930417222149,-0.0153375814140625,0.165398608576343,0.0484676371960958,-4.1096897863889,0.08896941,63,16,0.165398608576343,64,-17
5.871124720585048,-0.0086133173046875,0.262869446619425,0.0635070536904153,-1.35117853829896,0.1306012,63,15,0.262869446619425,64,-16
5.634599660764674,-0.003087683921875,0.105655892615336,0.0405134487561011,-0.384619479912986,0.08756608,63,15,0.105655892615337,64,-16
6.30948930366113,-0.0113688373984375,0.0987627654069627,0.0376020976235593,-2.62751636958857,0.05388648,63,0,0.0987627654069627,64,-18
6.034246435671825,-0.0120851135915625,0.140870748644981,0.045332719718288,-2.82548148152602,0.0740009,63,16,0.140870748644981,64,-17
6.080019974868154,-0.0096439396134375,0.201457731634537,0.0552699872039249,-2.12229891108344,0.1011312,63,13,0.201457731634537,64,-17
5.765590810608667,-0.008364795915625,0.113156871170514,0.0412080853878122,-2.30687283772091,0.08896941,63,15,0.113156871170514,64,-16
5.862258281354298,-0.00345308146875,0.341297523672824,0.0729441569679029,-0.763221354206579,0.1652175,63,15,0.341297523672824,64,-16
6.005314595171785,-0.011076408625,0.168784855870019,0.0501455535909323,-3.06690452749931,0.1432319,63,16,0.168784855870019,64,-16
6.137049120798719,-0.015388818609375,0.242941845727094,0.0596586171587441,-3.37801307960752,0.1586682,63,16,0.242941845727094,64,-15
6.021846129694512,-0.0088837777384375,0.278904296298455,0.0654137456713603,-2.1370499968428,0.1698949,63,14,0.278904296298455,64,-17
5.746409219416684,-0.0071515160625,0.120538581622228,0.0428050365711224,-2.00572110487011,0.1025353,63,15,0.120538581622228,64,-16
5.9111992547921215,-0.0089275801759375,0.259012510363709,0.062987052531732,-1.86245716983907,0.1582004,63,15,0.259012510363709,64,-16
6.083369238550899,-0.0117415921015625,0.111454433973087,0.0400451063895454,-3.29283572561891,0.08990459,63,14,0.111454433973087,64,-17
5.776332797374215,-0.008642504121875,0.183214227311014,0.0528017937596628,-2.29999047608392,0.1315368,63,15,0.183214227311014,64,-16
5.938560149169994,-0.0093807421446875,0.278433802726654,0.0652880528459752,-2.17880721015426,0.1792504,63,15,0.278433802726654,64,-16
5.874929217220012,-0.00650095671875,0.396071913081215,0.0783987321557876,-1.41776341289571,0.1511834,63,15,0.396071913081215,64,-16
5.935625310777737,-0.00965123934375,0.129661608200204,0.0439638056503055,-2.06567214598872,0.1212457,63,15,0.129661608200204,64,-17
5.9299623771639745,-0.012165514078125,0.132369295192172,0.0438208911889367,-3.14821163246964,0.08522719,63,15,0.132369295192172,64,-16
5.8312715985695,-0.008379464703125,0.245242116236083,0.0613326392508742,-2.14248343845685,0.1315368,63,15,0.245242116236083,64,-16
5.863582590202177,-0.004206013859375,0.179599951619356,0.0528068053518406,-0.786787281260234,0.1095516,63,13,0.179599951619356,64,-16
5.950628776738653,-0.009943537703125,0.124423321326903,0.0429562621008788,-2.54867658076843,0.07446868,63,16,0.124423321326903,64,-17
5.755053189705827,-0.007699714371875,0.102558471740693,0.0392834636907168,-1.91324978354627,0.0870983,63,16,0.102558471740693,64,-16
5.983683082702076,-0.0051853433125,0.42124685036539,0.0809635365562222,-1.02078416415202,0.1698949,63,16,0.42124685036539,64,-15
6.004491207321573,-0.0074365154375,0.171034789230288,0.0511577640233725,-1.64027729940266,0.101599,63,14,0.171034789230288,64,-17
5.79579756881402,-0.0092418832775,0.133083028020987,0.0446543380458494,-2.15810317003961,0.09692162,63,15,0.133083028020987,64,-16
6.053365384990363,-0.0059820265625,0.273246519299744,0.0650668288935618,-1.40197805482952,0.1572649,63,12,0.273246519299744,64,-18
6.075439665836394,-0.011580781484375,0.240030558903301,0.0601362035971281,-2.85232959935358,0.1156327,63,16,0.240030558903301,64,-15
5.997062765045779,-0.0049514471875,0.362256488660354,0.075071571224182,-0.849370947942218,0.153523,63,14,0.362256488660354,64,-17
6.064362274257393,-0.0104259332165625,0.2698938604484,0.0640967353776308,-2.49617235056686,0.152119,63,16,0.2698938604484,64,-17
5.711878991374329,-0.00661070015625,0.154515563880591,0.0486888522053909,-1.56069434293796,0.1025353,63,15,0.154515563880591,64,-16
5.986598156010907,-0.012538338171875,0.17214212598818,0.0503240578098886,-3.37988513209722,0.1039386,63,16,0.17214212598818,64,-16
6.018789512555621,-0.009095710734375,0.137602433767428,0.0454676376541891,-2.53632923389781,0.08943719,63,14,0.137602433767428,64,-17
5.9981605840153405,-0.006954218559375,0.164349005673938,0.0501955382268557,-1.61250341829408,0.1142297,63,14,0.164349005673938,64,-17
6.039498026670327,-0.0110691555,0.132490797136996,0.0441321028479539,-2.9004993502638,0.0973894,63,17,0.132490797136996,64,-15
6.003041535946871,-0.009103001008125,0.14877873155327,0.0473476826588791,-2.06777328266116,0.1034709,63,14,0.14877873155327,64,-17
5.869121674130758,-0.0075973720353125,0.150373476016385,0.0478734320987441,-1.63273600842513,0.08522719,63,16,0.150373476016385,64,-15
5.781657066954522,-0.0086571334728125,0.140010544247227,0.0459643208793172,-2.4768030323679,0.1048742,63,15,0.140010544247227,64,-16
5.9181628148993015,-0.0054265654140625,0.169367482479675,0.0511558335046143,-1.2645100051695,0.1104868,63,16,0.169367482479675,64,-17
5.851588677224615,-0.006859188421875,0.261203504414953,0.0635157955998101,-1.66054240699758,0.1273271,63,15,0.261203504414953,64,-16
5.9657884638052,-0.011310325746875,0.203268833678715,0.0552100720677803,-3.10381102760322,0.1343442,63,15,0.203268833678715,64,-16
5.983396491268228,-0.008547570328125,0.86338169557458,0.115832974730163,-1.45466221231179,0.3434399,63,16,0.86338169557458,64,-17
5.850834758531765,-0.007955433390625,0.582935078363942,0.0951055817447321,-1.56339466568426,0.2077848,63,15,0.582935078363942,64,-16
