预测结果_Y,Mean,Entropy,Peak Value,Energy,Bandwidth,Autocorrelation Lag,Autocorrelation Peak,Standard Deviation,Peak Frequency,Duration
6.453950305472115,0.0014895780765625,0.658966303628209,0.02210796,0.00604970808443308,-18,63,0.00604970808443308,0.00960769722530281,8,64
6.283273388278337,0.003528777396875,1.32604066229978,0.02538295,0.00645312654435852,-23,63,0.00645312654435852,0.0094009484808133,0,64
5.261899944062231,0.0026005632203125,0.973545773459333,0.02351202,0.00845714889407492,-19,63,0.00845714889407492,0.011197322108749,8,64
5.416208409718365,0.0021108077296875,0.893958455653176,0.02164018,0.00788071634169015,-23,63,0.00788071634169015,0.0108940664385343,8,64
6.5409249484451175,-0.001200183653125,-0.434884256510849,0.02070463,0.0059584138207782,-18,63,0.0059584138207782,0.0095739111729967,8,64
6.01029247436646,-0.000710445446875,-0.190039183566918,0.01649499,0.00674838959906875,-19,63,0.00674838959906875,0.0102439667488949,22,64
5.399334876859174,-0.0018798459859375,-0.841313056913491,0.03239979,0.00751470905829486,-23,63,0.00751470905829486,0.010671621624899,2,64
6.740620493023288,0.0004443368328125,0.218784935069335,0.01743055,0.00384275861119692,-18,63,0.00384275861119692,0.00773599819538229,8,64
5.265032413430373,-5.26253109375003e-05,-0.0709220611200871,0.02351202,0.0087320844390065,-19,63,0.0087320844390065,0.0116805843148417,8,64
5.537100088437163,0.001577303434375,0.617119491254916,0.0314635,0.00812021176826146,-13,63,0.00812021176826146,0.0111530454475446,8,64
5.08491046166845,0.0025200986203125,0.885210378421674,0.03006035,0.0101172264468884,-23,63,0.0101172264468884,0.0123179042932039,8,64
6.202626329975414,0.001869618453125,0.634478197939948,0.03006035,0.00643154539871609,-23,63,0.00643154539871609,0.00984872700884096,8,64
5.317456422127845,0.0041573188203125,1.55488551344081,0.0291248,0.00831147738083717,-23,63,0.00831147738083717,0.010610538831834,0,64
6.901250489883905,0.0053560265015625,2.07805401848034,0.02351202,0.00737067500396914,-25,63,0.00737067500396914,0.00929945036287511,0,64
5.612322344489822,0.0042012437703125,1.61222753418282,0.03754497,0.00931486485142408,-23,63,0.00931486485142408,0.0113090368328126,0,64
5.929440745321318,0.001789267984375,0.683873668174216,0.02585072,0.00688789016717667,-23,63,0.00688789016717667,0.0102186987401638,5,64
5.379086984555551,0.0021692514015625,0.890890693520401,0.02725387,0.00756948612271098,-23,63,0.00756948612271098,0.0106568085759377,8,64
5.288445740595823,-0.0014413471015625,-0.627671347737434,0.04596515,0.00801919600598954,-18,63,0.00801919600598955,0.0111005610725947,8,64
6.030496994834813,-0.0024353681734375,-0.860850998580339,0.01789833,0.00716506271414154,-23,63,0.00716506271414154,0.0102967512725262,1,64
5.612035825319648,-0.000768923378125,-0.309170246699856,0.02210796,0.00735356087014728,-23,63,0.00735356087014728,0.0106914987459488,8,64
5.6806946973585175,0.002037711959375,0.625331393780033,0.03520627,0.00709441069574432,-23,63,0.00709441069574432,0.0103294674156815,8,64
5.465285446009512,0.003791862040625,1.42896432758277,0.03286757,0.008170103929504,-20,63,0.008170103929504,0.0106432916037928,0,64
5.407203123230079,0.0023739692953125,0.923545518293486,0.0314635,0.00751853421926162,-23,63,0.00751853421926162,0.0105755078819353,8,64
6.962623664099864,0.0018257962734375,0.768164526088355,0.02164018,0.00490053862137739,-21,63,0.00490053862137739,0.00855788431371466,8,64
6.850536881124588,0.001642984940625,0.663100884897506,0.02351202,0.00557846249894568,-18,63,0.00557846249894568,0.00919043399578636,8,64
5.480544409840455,0.000451685846874999,0.209437255467613,0.03333534,0.00716467733582332,-23,63,0.00716467733582332,0.010570906454414,8,64
6.15010064100863,-0.0003230845640625,-0.103948626398499,0.02257646,0.00658444507019477,-17,63,0.00658444507019477,0.0101379273318691,8,64
6.052239440989282,0.00254937465625,1.04345968726947,0.0291248,0.00673619349582142,-23,63,0.00673619349582142,0.00993749023819797,8,64
6.007501602010176,0.00068556859375,0.26727798049631,0.03099572,0.00651586317725658,-21,63,0.00651586317725658,0.0100667948150292,8,64
6.901148624484622,-0.000600832840625,-0.237545893070313,0.02023703,0.00554988318971034,-22,63,0.00554988318971034,0.00929278885678839,8,64
6.373276323014266,-0.000593552453125,-0.301343232150244,0.02725387,0.00590207261524157,-23,63,0.00590207261524157,0.00958475769639164,8,64
5.38128430759437,-0.0018579553484375,-0.787856279987345,0.02631832,0.00790952140825156,-19,63,0.00790952140825156,0.0109605781748566,2,64
6.152381792419303,0.001796548509375,0.65032254968195,0.03006035,0.006440526987034,-23,63,0.006440526987034,0.00986942995445374,8,64
6.892340695585782,-0.0003011256296875,-0.170959924936197,0.01789833,0.00483181387617014,-21,63,0.00483181387617013,0.0086836867268634,8,64
6.398175984139974,0.0015846009484375,0.577796780455454,0.02304424,0.00597662949659297,-22,63,0.00597662949659297,0.00953277901340822,27,64
5.801748706749064,0.0026590469421875,1.08540629625046,0.02444739,0.00738922710864076,-22,63,0.00738922710864076,0.0104108665792889,8,64
6.325922342727063,0.0020596758640625,0.829570546662455,0.02023703,0.00479306909290183,-17,63,0.00479306909290183,0.00840532211825278,0,64
6.26283000687676,0.0017161318953125,0.723762442958341,0.0291248,0.00620231946932364,-22,63,0.00620231946932364,0.00969361300166625,8,64
6.395851247404397,0.00372609813125,1.45502935904386,0.02444739,0.00650449959569355,-23,63,0.00650449959569355,0.00936744356262726,0,64
6.492739429562273,0.0012118898375,0.580486411393957,0.01930148,0.00554562940210987,-19,63,0.00554562940210987,0.00922939772843987,3,64
5.288456376218346,0.0031487627046875,1.17198675854362,0.02444739,0.00806635451723479,-21,63,0.00806635451723479,0.0107759956737817,8,64
5.124289303258085,0.0023447360921875,0.835373572250047,0.02959258,0.00905277010229054,-18,63,0.00905277010229054,0.0116598347117909,24,64
6.519864417786559,-0.00169719723125,-0.708988222554797,0.02164018,0.00517156119876106,-19,63,0.00517156119876106,0.0088275231684136,2,64
6.668957033393897,-0.0001038111265625,-0.0378472157657411,0.02351202,0.00576783846516035,-18,63,0.00576783846516035,0.00949271822336112,26,64
6.265023220460635,0.0055533675984375,1.78323199323907,0.04315867,0.0177166044260549,-30,63,0.0177166044260549,0.0156838149846819,1,64
5.366502248313172,0.0182345563375,3.91485443948002,0.1376493,0.16965861939796,-30,63,0.16965861939796,0.0481499416746028,1,64
6.27015549840052,0.0893805414375,9.94699265597112,0.3925877,2.12196778221759,-30,63,2.12196778221759,0.158640680184778,0,64
5.375161518146761,-0.0456463008125,-1.083438941185,0.5165492,5.39102021122974,-29,63,5.39102021122974,0.286620142388143,1,64
6.36223157852122,0.01256276046875,6.96004456130158,0.5937319,9.54120744280251,-30,63,9.54120744280251,0.38590613281366,1,64
6.838934328244435,-0.2251411803125,-21.8614166589281,0.7827141,7.76762349172611,-31,63,7.76762349172611,0.265858168927936,0,64
6.550148658319534,-0.0579108290625,16.4268553596923,1.280897,64.5344016162496,-30,63,64.5344016162496,1.00249506788372,1,64
6.716326335002313,0.3334945440625,-10.7817241783127,1.916139,44.2833675547757,-30,63,44.2833675547757,0.76204265439929,2,64
6.923303148646829,-0.30896103953125,-19.2816450689406,0.7901987,17.102482948984,-31,63,17.102482948984,0.414450687210969,0,64
7.091264807067923,0.45968467796875,11.2487638380405,1.181728,29.1611970182416,-31,63,29.1611970182416,0.494301224205233,0,64
6.776313894986709,-0.399673291,-0.192058492862435,1.10548,41.9499433243727,-30,63,41.9499433243727,0.704080339808287,1,64
6.565065019390912,-0.0240115528125,33.4927446086771,1.523674,98.5378108990058,-30,63,98.5378108990058,1.24059531702667,1,64
6.738281272535676,0.2588328115625,5.51430790323874,1.834745,65.3230769803351,-30,63,65.3230769803351,0.976564720577386,1,64
6.697558179555813,-0.175944196140625,3.80952210736625,1.070397,28.8558641879566,-30,63,28.8558641879566,0.648009658709846,1,64
6.5249318915877295,-0.04479109640625,12.2801403392221,0.8388478,27.8403664465657,-30,63,27.8403664465657,0.658026962525332,1,64
5.802701844683705,-0.035472116421875,-4.30689015214552,0.3911844,2.97530474962112,-30,63,2.97530474962112,0.212675493814833,1,64
6.4809147474110045,0.06773124578125,3.22716457024962,0.7321942,11.2174226169851,-30,63,11.2174226169851,0.413140057045202,1,64
6.626672358142184,0.10874212021875,-16.4296798349768,1.191084,22.6143962984027,-30,63,22.6143962984027,0.584401483102903,1,64
6.521302334362291,-0.00827531734374999,8.74300546036802,0.8009576,23.9590974135086,-30,63,23.9590974135086,0.61179442315939,1,64
6.727569622987744,-0.227238896776563,0.284200314373476,0.7130153,22.5286856536197,-30,63,22.5286856536197,0.548063132430543,1,64
6.729587044839366,0.22709706015625,15.558139516304,0.8945129,19.8978697502257,-30,63,19.8978697502257,0.509245657925196,1,64
6.719893154063692,0.282784478015625,1.32407121402942,1.53069,25.5003285703051,-30,63,25.5003285703051,0.564336400477984,1,64
6.772425987142338,-0.6220063259375,37.1068540507017,1.480638,118.986685846729,-30,63,118.986685846729,1.21337343668339,1,64
6.775672225434313,0.692593987671875,-51.0397433590623,2.830643,123.078389358953,-30,63,123.078389358953,1.20142140898787,1,64
7.1018564055309845,-0.5316450190625,-6.7165230113018,1.651844,47.8031387684698,-31,63,47.8031387684698,0.681379202033181,0,64
6.579091164039438,0.066181665859375,-12.1089744001907,1.828196,83.9207251379212,-30,63,83.9207251379212,1.14318909957369,1,64
6.579537382157391,0.10407898734375,-6.07607745846517,1.613018,32.0904588750375,-30,63,32.0904588750375,0.700414865858771,1,64
6.895032253525816,-0.33965893126875,-15.9116802841571,0.1151962,14.5572843316161,-31,63,14.5572843316161,0.334797518047658,0,64
7.128640330986034,0.769886792921875,1.56768547245845,1.552207,51.5100612127259,-31,63,51.5100612127259,0.460563820260897,0,64
6.625485650920906,-0.15955734334375,16.6427655810309,0.6877557,36.2531949550498,-30,63,36.2531949550498,0.735525407690134,1,64
6.779041362256428,-0.3538530440625,3.63146266349405,0.7714875,37.2045384262969,-30,63,37.2045384262969,0.675358376063103,1,64
6.764941276860238,0.36565419053125,-17.1943595010373,2.175287,53.2386928725158,-30,63,53.2386928725158,0.835554659540592,1,64
7.212091347588058,-0.86394216546875,48.1348785533362,1.623778,126.571323259237,-31,63,126.571323259237,1.10963095696305,0,64
6.672319716137225,0.29287095,-31.8083434839149,3.482257,275.492435581035,-30,63,275.492435581035,2.05397076722133,1,64
6.771990575891111,0.40020386875,-58.5880868616427,5.050714,704.365564142318,-30,63,704.365564142318,3.29325808329096,1,64
6.643373563945773,-0.52886750109375,29.4397828187534,2.064891,117.114052818414,-29,63,117.114052818414,1.24507278565334,2,64
6.737030611636609,-0.707434135625,106.903190857622,2.110734,380.417201030692,-30,63,380.417201030692,2.33314288243499,1,64
7.2425882598527656,1.9041005171875,-207.142118283135,5.712151,677.997466229173,-31,63,677.997466229172,2.63971809674388,0,64
6.6612829441804875,-1.0594730371875,167.393040611876,1.439005,402.233947225788,-30,63,402.233947225788,2.27209645677194,2,64
6.720794063438059,0.59831485,-164.395842394426,6.649577,475.626217050306,-30,63,475.626217050306,2.65963888181845,1,64
6.565459476089411,-0.0195458109375,-100.408135711001,5.982526,597.98654621232,-30,63,597.986546212319,3.05665793732997,1,64
6.78621887660507,-1.1615215696875,173.573282407826,5.937152,875.976487440355,-30,63,875.976487440355,3.51254896896915,1,64
7.2361593922559715,1.1393870146875,-93.8907819604056,3.069209,227.349473757652,-31,63,227.349473757652,1.5013769540741,0,64
6.284288496168989,0.374293411671875,-16.8437919266591,2.622015,77.0611688039723,-28,63,77.0611688039723,1.03149658484219,3,64
6.724780430112962,-0.69454102703125,68.8062207255264,2.458292,233.333033555766,-30,63,233.333033555766,1.77860659255475,1,64
7.231185404591717,1.29243786834375,-106.280709059628,3.455593,226.792670403172,-31,63,226.792670403172,1.36866352019795,0,64
6.728822686402271,-0.831775196875,111.025573894806,3.776021,482.67741432561,-30,63,482.67741432561,2.61724752759482,1,64
6.555076214019367,-0.523349184390625,58.7972001138321,2.627627,208.616666444007,-29,63,208.616666444007,1.72792969891291,2,64
6.677119674264033,0.3214346609375,-12.6252818142593,4.497334,478.914479684818,-30,63,478.914479684818,2.71656373085986,1,64
7.221149037085909,-0.8485931996875,59.6161179635511,1.018941,133.726606018601,-31,63,133.726606018601,1.17019989766055,0,64
6.736055501990195,0.741198923125,-41.755597781846,4.856118,640.665039667383,-30,63,640.665039667383,3.07587636311364,1,64
6.426218292660655,-0.041268094640625,69.1004052087796,2.778252,286.724722796463,-29,63,286.724722796463,2.1162161368961,1,64
6.681554022400937,-0.24863972625,-1.77124076628145,2.819416,122.287130359295,-29,63,122.287130359295,1.3597480275383,1,64
6.54277349613236,0.03378080109375,-22.3814045804122,1.877313,80.5499511198718,-30,63,80.5499511198718,1.12136160257317,1,64
6.803215211512326,-0.4654398434375,4.97432038222729,1.558289,72.7324998394804,-30,63,72.7324998394804,0.959067808933631,1,64
6.775672225434313,0.4813339578125,-19.5884563456853,2.229549,163.031228508905,-30,63,163.031228508905,1.52173603706694,1,64
6.775672225434313,0.698601913125,-59.9204807939992,2.750653,136.35636294934,-30,63,136.35636294934,1.28160974483714,1,64
6.553280228480471,-0.05559383296875,10.6392273183049,2.008291,145.825851153961,-30,63,145.825851153961,1.50845558436982,1,64
7.128640330986034,-0.633540015625,4.21764616130045,0.600281,48.7042923668032,-31,63,48.7042923668032,0.599692935453783,0,64
6.763862008359979,-0.26208093025,20.3616009533457,1.144306,62.8067903812212,-30,63,62.8067903812212,0.955337472156241,1,64
7.231185404591717,1.40294288125,-83.1072988856567,2.698262,189.877679800017,-31,63,189.877679800017,0.999294760731395,0,64
7.2425882598527656,-2.05827983828125,180.880040180271,0.7887956,374.745703327325,-31,63,374.745703327325,1.27235440102762,0,64
6.715451447668028,0.580451678125,-32.7213420092112,4.25596,600.153896493689,-30,63,600.153896493689,3.00673917759352,1,64
6.728822686402271,-0.548484856875,77.4815916257382,3.438754,502.488432206086,-30,63,502.488432206086,2.74782570680873,1,64
6.365140628578936,-0.010330978921875,-2.23443422112925,0.1460382,0.341987516992899,-17,63,0.341987516992899,0.072365916200445,14,64
6.365140628578936,-0.01003127340625,-2.20055030553449,0.2138663,0.386607986031565,-16,63,0.386607986031565,0.077072195606407,15,64
6.421000254003804,-0.0159588695625,-3.43301797898501,0.1114223,0.235016350816162,-17,63,0.235016350816162,0.058458916888612,12,64
6.332247088138993,-0.008489087515625,-1.54801499993292,0.2241574,0.629906325987356,-17,63,0.629906325987356,0.0988444319964686,16,64
6.2631474443885375,-0.009198034828125,-0.84477003558798,0.2377226,0.695718166937233,-16,63,0.695718166937233,0.103855633037861,16,64
4.9416907264553815,-0.030489170015625,-1.1330072875629,1.697188,18.4561060847427,-16,63,18.4561060847427,0.536140903201632,14,64
4.80975440652571,-0.01560803734375,-0.784149633767171,2.025567,44.0036988493611,-17,63,44.0036988493611,0.829044138566544,14,64
5.4471026357000945,0.00278153106250001,-3.57812722993675,1.966627,15.0156271869501,-17,63,15.0156271869501,0.48436704871517,14,64
6.2631474443885375,-0.008664436578125,-0.920702967392302,0.2157374,0.775251735185924,-17,63,0.775251735185924,0.10971889491361,14,64
6.3728333263611265,-0.01165390484375,-2.45751145211403,0.1432319,0.429678150761397,-16,63,0.429678150761397,0.0811043007955783,15,64
6.301657247541018,-0.010535637793125,-1.53856729564074,0.1857993,0.623076282189639,-21,63,0.623076282189639,0.0981048788058228,14,64
6.311137677893237,-0.016243916140625,-2.39580798884341,0.1787826,0.651850535757732,-22,63,0.651850535757732,0.0996057217715474,9,64
5.985042037883631,-0.01111297890625,-1.57932906288541,0.2868392,0.932558180021968,-24,63,0.932558180021968,0.120198682449819,4,64
6.308270167487135,-0.0128671497421875,-1.84497692684919,0.285904,1.48398173885498,-20,63,1.48398173885498,0.151728873742347,7,64
6.301657247541018,-0.00919071,-1.70858027966099,0.2550307,0.710654785173829,-22,63,0.710654785173829,0.104973862785157,14,64
6.232557603790562,-0.010418633828125,-0.693702173530224,0.2363192,0.812164396295628,-24,63,0.812164396295628,0.112167378329328,5,64
6.251438153002489,-0.0185973946875,-2.27180367218278,0.3672969,1.9705486833064,-23,63,1.9705486833064,0.174481976397277,16,64
6.196379648507693,-0.00770696240625,1.5307210630242,0.2583048,1.83628543844861,-21,63,1.83628543844861,0.169211591524423,5,64
6.222501453223859,-0.01350295921875,-1.02565723206402,0.2760807,1.16821899287937,-23,63,1.16821899287937,0.134428761268104,16,64
6.29829115418851,-0.014752825703125,-1.88526693910445,0.3256651,1.65525247039621,-19,63,1.65525247039621,0.160142667592725,12,64
6.253091293821833,-0.00912488947656249,-0.967649406915856,0.2901136,1.2054542583808,-17,63,1.2054542583808,0.136937793100519,14,64
6.322190937572288,-0.013393444109375,-1.843593760573,0.2910492,1.24934968722475,-16,63,1.24934968722475,0.139074456740897,15,64
6.229191510438054,-0.009022640390625,-0.947327167201925,0.3747817,1.55904893198142,-16,63,1.55904893198142,0.155816339074537,15,64
6.266529232521309,-0.012991382203125,-1.24412664729852,0.2849684,1.0310172227284,-18,63,1.0310172227284,0.126257150663175,14,64
6.336935843013793,-0.012779441421875,-2.4631536506904,0.2662573,0.969062141291945,-18,63,0.969062141291944,0.122385790983396,13,64
6.3435754827879824,-0.010732986328125,-2.24262743722339,0.2414644,0.499387068497514,-21,63,0.499387068497514,0.0876796780887905,11,64
6.332247088138993,-0.013912337140625,-2.07658710460063,0.2985336,0.875936695243048,-16,63,0.875936695243048,0.116159191364516,15,64
6.180331560550147,-0.00443986246875,-1.42542657429537,0.3223899,0.946180528580829,-17,63,0.946180528580829,0.121508676152504,15,64
6.362043028059779,-0.0122532158203125,-2.4772405023998,0.2550307,0.708689626056373,-16,63,0.708689626056373,0.104513798654492,15,64
6.342475713552314,-0.00779470765625,-1.38740881060924,0.2344485,0.602627809973768,-16,63,0.602627809973768,0.0967228104605822,15,64
5.874698204751369,-0.0077215807228125,-0.519566892325144,0.6142833,4.88659039010267,-16,63,4.88659039010267,0.276212512454623,15,64
5.411257360295312,-0.012691710859375,-0.574259393113744,0.772392,9.01406291694915,-16,63,9.01406291694915,0.375078196584116,15,64
6.332247088138993,-0.009885058296875,-1.43770732933676,0.1923478,0.630422565951322,-17,63,0.630422565951322,0.0987554465103408,14,64
6.404509604442913,-0.016572825390625,-3.19302889136985,0.1030031,0.346623249973261,-18,63,0.346623249973261,0.0717030664574679,14,64
6.300903862085577,-0.00992157475,-1.53468514256936,0.1189072,0.350690717009097,-19,63,0.350690717009097,0.0733560141211837,15,64
6.421788478848846,-0.0099727764259375,-2.71205091597937,0.1460382,0.216524467992029,-17,63,0.216524467992029,0.0573039138517931,14,64
6.0466670021866635,-0.0090664683946875,-2.14407846698064,0.08475978,0.116730192951312,-19,63,0.116730192951312,0.0417337802710512,8,64
6.365140628578936,-0.010652521296875,-1.80543339297337,0.1689593,0.410783616550747,-17,63,0.410783616550747,0.0794041422006752,15,64
6.3728333263611265,-0.0088910844453125,-2.38330763731204,0.2003004,0.316482716794348,-17,63,0.316482716794348,0.0697566560788145,14,64
6.415964044459705,-0.009753480171875,-2.71203374751579,0.1670882,0.255558316728941,-16,63,0.255558316728941,0.0624337114340205,15,64
6.411116677733441,-0.017303733078125,-3.47331997816823,0.146506,0.343443142850535,-17,63,0.343443142850535,0.0711820197002067,14,64
6.298441402172162,-0.005879764859375,-1.00433778238848,0.1404245,0.500031168507472,-17,63,0.500031168507472,0.0881953251205965,14,64
5.274721832200133,-0.00333622509375,-1.28095304600117,0.08756608,0.0963124852165506,-17,63,0.0963124852165506,0.0386490903338285,1,64
6.364894068730162,-0.01187311984375,-2.68266076201066,0.1189072,0.218719652187645,-16,63,0.218719652187645,0.057240925836397,15,64
6.498881066621168,-0.0153375814140625,-4.1096897863889,0.08896941,0.165398608576343,-17,63,0.165398608576343,0.0484676371960958,16,64
6.365140628578936,-0.0086133173046875,-1.35117853829896,0.1306012,0.262869446619425,-16,63,0.262869446619425,0.0635070536904153,15,64
5.469149179596765,-0.003087683921875,-0.384619479912986,0.08756608,0.105655892615336,-16,63,0.105655892615337,0.0405134487561011,15,64
6.182246170159552,-0.0113688373984375,-2.62751636958857,0.05388648,0.0987627654069627,-18,63,0.0987627654069627,0.0376020976235593,0,64
6.238985407121178,-0.0120851135915625,-2.82548148152602,0.0740009,0.140870748644981,-17,63,0.140870748644981,0.045332719718288,16,64
6.049318844979451,-0.0096439396134375,-2.12229891108344,0.1011312,0.201457731634537,-17,63,0.201457731634537,0.0552699872039249,13,64
6.031931468115718,-0.008364795915625,-2.30687283772091,0.08896941,0.113156871170514,-16,63,0.113156871170514,0.0412080853878122,15,64
6.020511903524826,-0.00345308146875,-0.763221354206579,0.1652175,0.341297523672824,-16,63,0.341297523672824,0.0729441569679029,15,64
6.427390429203456,-0.011076408625,-3.06690452749931,0.1432319,0.168784855870019,-16,63,0.168784855870019,0.0501455535909323,16,64
6.42761073165642,-0.015388818609375,-3.37801307960752,0.1586682,0.242941845727094,-15,63,0.242941845727094,0.0596586171587441,16,64
6.365140628578936,-0.0088837777384375,-2.1370499968428,0.1698949,0.278904296298455,-17,63,0.278904296298455,0.0654137456713603,14,64
6.08512787215238,-0.0071515160625,-2.00572110487011,0.1025353,0.120538581622228,-16,63,0.120538581622228,0.0428050365711224,15,64
6.365140628578936,-0.0089275801759375,-1.86245716983907,0.1582004,0.259012510363709,-16,63,0.259012510363709,0.062987052531732,15,64
6.457576988002242,-0.0117415921015625,-3.29283572561891,0.08990459,0.111454433973087,-17,63,0.111454433973087,0.0400451063895454,14,64
6.365140628578936,-0.008642504121875,-2.29999047608392,0.1315368,0.183214227311014,-16,63,0.183214227311014,0.0528017937596628,15,64
6.365140628578936,-0.0093807421446875,-2.17880721015426,0.1792504,0.278433802726654,-16,63,0.278433802726654,0.0652880528459752,15,64
6.357530441468748,-0.00650095671875,-1.41776341289571,0.1511834,0.396071913081215,-16,63,0.396071913081215,0.0783987321557876,15,64
6.298443720411518,-0.00965123934375,-2.06567214598872,0.1212457,0.129661608200204,-17,63,0.129661608200204,0.0439638056503055,15,64
6.439484043848764,-0.012165514078125,-3.14821163246964,0.08522719,0.132369295192172,-16,63,0.132369295192172,0.0438208911889367,15,64
6.365140628578936,-0.008379464703125,-2.14248343845685,0.1315368,0.245242116236083,-16,63,0.245242116236083,0.0613326392508742,15,64
5.977274411902781,-0.004206013859375,-0.786787281260234,0.1095516,0.179599951619356,-16,63,0.179599951619356,0.0528068053518406,13,64
6.229197858901358,-0.009943537703125,-2.54867658076843,0.07446868,0.124423321326903,-17,63,0.124423321326903,0.0429562621008788,16,64
6.014422240501226,-0.007699714371875,-1.91324978354627,0.0870983,0.102558471740693,-16,63,0.102558471740693,0.0392834636907168,16,64
6.298041097899987,-0.0051853433125,-1.02078416415202,0.1698949,0.42124685036539,-15,63,0.42124685036539,0.0809635365562222,16,64
6.035732424382503,-0.0074365154375,-1.64027729940266,0.101599,0.171034789230288,-17,63,0.171034789230288,0.0511577640233725,14,64
6.049421771780104,-0.0092418832775,-2.15810317003961,0.09692162,0.133083028020987,-16,63,0.133083028020987,0.0446543380458494,15,64
6.357530441468748,-0.0059820265625,-1.40197805482952,0.1572649,0.273246519299744,-18,63,0.273246519299744,0.0650668288935618,12,64
6.359441188528015,-0.011580781484375,-2.85232959935358,0.1156327,0.240030558903301,-15,63,0.240030558903301,0.0601362035971281,16,64
6.2919963610578815,-0.0049514471875,-0.849370947942218,0.153523,0.362256488660354,-17,63,0.362256488660354,0.075071571224182,14,64
6.402752461172579,-0.0104259332165625,-2.49617235056686,0.152119,0.2698938604484,-17,63,0.2698938604484,0.0640967353776308,16,64
6.014634146507081,-0.00661070015625,-1.56069434293796,0.1025353,0.154515563880591,-16,63,0.154515563880591,0.0486888522053909,15,64
6.398818566001477,-0.012538338171875,-3.37988513209722,0.1039386,0.17214212598818,-16,63,0.17214212598818,0.0503240578098886,16,64
6.229197858901358,-0.009095710734375,-2.53632923389781,0.08943719,0.137602433767428,-17,63,0.137602433767428,0.0454676376541891,14,64
6.260113646635391,-0.006954218559375,-1.61250341829408,0.1142297,0.164349005673938,-17,63,0.164349005673938,0.0501955382268557,14,64
6.290011675627452,-0.0110691555,-2.9004993502638,0.0973894,0.132490797136996,-15,63,0.132490797136996,0.0441321028479539,17,64
6.2527126412669665,-0.009103001008125,-2.06777328266116,0.1034709,0.14877873155327,-17,63,0.14877873155327,0.0473476826588791,14,64
6.038642659120706,-0.0075973720353125,-1.63273600842513,0.08522719,0.150373476016385,-15,63,0.150373476016385,0.0478734320987441,16,64
6.315250075776649,-0.0086571334728125,-2.4768030323679,0.1048742,0.140010544247227,-16,63,0.140010544247227,0.0459643208793172,15,64
6.180059585575973,-0.0054265654140625,-1.2645100051695,0.1104868,0.169367482479675,-17,63,0.169367482479675,0.0511558335046143,16,64
6.344618253615852,-0.006859188421875,-1.66054240699758,0.1273271,0.261203504414953,-16,63,0.261203504414953,0.0635157955998101,15,64
6.427390429203456,-0.011310325746875,-3.10381102760322,0.1343442,0.203268833678715,-16,63,0.203268833678715,0.0552100720677803,15,64
6.308347304755213,-0.008547570328125,-1.45466221231179,0.3434399,0.86338169557458,-17,63,0.86338169557458,0.115832974730163,16,64
6.352683624362965,-0.007955433390625,-1.56339466568426,0.2077848,0.582935078363942,-16,63,0.582935078363942,0.0951055817447321,15,64
