预测结果_Y,Mean,Standard Deviation,Autocorrelation Peak,Peak Value,Autocorrelation Lag,Entropy,Energy,Bandwidth,Duration,Peak Frequency
5.227679,0.0041573188203125,0.010610538831834,0.00831147738083717,0.0291248,63,1.55488551344081,0.00831147738083717,-23,64,0
5.5255923,0.0053560265015625,0.00929945036287511,0.00737067500396914,0.02351202,63,2.07805401848034,0.00737067500396914,-25,64,0
5.0774426,0.0042012437703125,0.0113090368328126,0.00931486485142408,0.03754497,63,1.61222753418282,0.00931486485142408,-23,64,0
5.876489,0.001789267984375,0.0102186987401638,0.00688789016717667,0.02585072,63,0.683873668174216,0.00688789016717667,-23,64,5
4.6934533,0.0021692514015625,0.0106568085759377,0.00756948612271098,0.02725387,63,0.890890693520401,0.00756948612271098,-23,64,8
5.0988307,-0.0014413471015625,0.0111005610725947,0.00801919600598955,0.04596515,63,-0.627671347737434,0.00801919600598954,-18,64,8
5.6426663,-0.0024353681734375,0.0102967512725262,0.00716506271414154,0.01789833,63,-0.860850998580339,0.00716506271414154,-23,64,1
5.456782,-0.000768923378125,0.0106914987459488,0.00735356087014728,0.02210796,63,-0.309170246699856,0.00735356087014728,-23,64,8
5.4973874,0.002037711959375,0.0103294674156815,0.00709441069574432,0.03520627,63,0.625331393780033,0.00709441069574432,-23,64,8
5.0882173,0.003791862040625,0.0106432916037928,0.008170103929504,0.03286757,63,1.42896432758277,0.008170103929504,-20,64,0
4.899785,0.0023739692953125,0.0105755078819353,0.00751853421926162,0.0314635,63,0.923545518293486,0.00751853421926162,-23,64,8
6.4056954,0.0018257962734375,0.00855788431371466,0.00490053862137739,0.02164018,63,0.768164526088355,0.00490053862137739,-21,64,8
6.412151,0.001642984940625,0.00919043399578636,0.00557846249894568,0.02351202,63,0.663100884897506,0.00557846249894568,-18,64,8
5.2484946,0.000451685846874999,0.010570906454414,0.00716467733582332,0.03333534,63,0.209437255467613,0.00716467733582332,-23,64,8
6.2009506,-0.0003230845640625,0.0101379273318691,0.00658444507019477,0.02257646,63,-0.103948626398499,0.00658444507019477,-17,64,8
5.743293,0.00254937465625,0.00993749023819797,0.00673619349582142,0.0291248,63,1.04345968726947,0.00673619349582142,-23,64,8
5.486571,0.00068556859375,0.0100667948150292,0.00651586317725658,0.03099572,63,0.26727798049631,0.00651586317725658,-21,64,8
6.7318063,-0.000600832840625,0.00929278885678839,0.00554988318971034,0.02023703,63,-0.237545893070313,0.00554988318971034,-22,64,8
6.422991,-0.000593552453125,0.00958475769639164,0.00590207261524157,0.02725387,63,-0.301343232150244,0.00590207261524157,-23,64,8
5.2465863,-0.0018579553484375,0.0109605781748566,0.00790952140825156,0.02631832,63,-0.787856279987345,0.00790952140825156,-19,64,2
6.3926706,0.001796548509375,0.00986942995445374,0.006440526987034,0.03006035,63,0.65032254968195,0.006440526987034,-23,64,8
6.2566075,-0.0003011256296875,0.0086836867268634,0.00483181387617013,0.01789833,63,-0.170959924936197,0.00483181387617014,-21,64,8
6.5387077,0.0015846009484375,0.00953277901340822,0.00597662949659297,0.02304424,63,0.577796780455454,0.00597662949659297,-22,64,27
5.233061,0.0026590469421875,0.0104108665792889,0.00738922710864076,0.02444739,63,1.08540629625046,0.00738922710864076,-22,64,8
6.3305597,0.0020596758640625,0.00840532211825278,0.00479306909290183,0.02023703,63,0.829570546662455,0.00479306909290183,-17,64,0
6.2795506,0.0017161318953125,0.00969361300166625,0.00620231946932364,0.0291248,63,0.723762442958341,0.00620231946932364,-22,64,8
6.519704,0.00372609813125,0.00936744356262726,0.00650449959569355,0.02444739,63,1.45502935904386,0.00650449959569355,-23,64,0
6.4339542,0.0012118898375,0.00922939772843987,0.00554562940210987,0.01930148,63,0.580486411393957,0.00554562940210987,-19,64,3
4.900745,0.0031487627046875,0.0107759956737817,0.00806635451723479,0.02444739,63,1.17198675854362,0.00806635451723479,-21,64,8
5.2463355,0.0023447360921875,0.0116598347117909,0.00905277010229054,0.02959258,63,0.835373572250047,0.00905277010229054,-18,64,24
5.9141846,-0.00169719723125,0.0088275231684136,0.00517156119876106,0.02164018,63,-0.708988222554797,0.00517156119876106,-19,64,2
6.3002853,-0.0001038111265625,0.00949271822336112,0.00576783846516035,0.02351202,63,-0.0378472157657411,0.00576783846516035,-18,64,26
6.0693636,0.0055533675984375,0.0156838149846819,0.0177166044260549,0.04315867,63,1.78323199323907,0.0177166044260549,-30,64,1
5.342332,0.0182345563375,0.0481499416746028,0.16965861939796,0.1376493,63,3.91485443948002,0.16965861939796,-30,64,1
6.0593786,0.0893805414375,0.158640680184778,2.12196778221759,0.3925877,63,9.94699265597112,2.12196778221759,-30,64,0
5.496471,-0.0456463008125,0.286620142388143,5.39102021122974,0.5165492,63,-1.083438941185,5.39102021122974,-29,64,1
6.077523,0.01256276046875,0.38590613281366,9.54120744280251,0.5937319,63,6.96004456130158,9.54120744280251,-30,64,1
7.0027175,-0.2251411803125,0.265858168927936,7.76762349172611,0.7827141,63,-21.8614166589281,7.76762349172611,-31,64,0
6.7569327,-0.0579108290625,1.00249506788372,64.5344016162496,1.280897,63,16.4268553596923,64.5344016162496,-30,64,1
6.50963,0.3334945440625,0.76204265439929,44.2833675547757,1.916139,63,-10.7817241783127,44.2833675547757,-30,64,2
7.2742558,-0.30896103953125,0.414450687210969,17.102482948984,0.7901987,63,-19.2816450689406,17.102482948984,-31,64,0
7.066895,0.45968467796875,0.494301224205233,29.1611970182416,1.181728,63,11.2487638380405,29.1611970182416,-31,64,0
7.142932,-0.399673291,0.704080339808287,41.9499433243727,1.10548,63,-0.192058492862435,41.9499433243727,-30,64,1
6.8550625,-0.0240115528125,1.24059531702667,98.5378108990058,1.523674,63,33.4927446086771,98.5378108990058,-30,64,1
6.7270007,0.2588328115625,0.976564720577386,65.3230769803351,1.834745,63,5.51430790323874,65.3230769803351,-30,64,1
6.935809,-0.175944196140625,0.648009658709846,28.8558641879566,1.070397,63,3.80952210736625,28.8558641879566,-30,64,1
6.6163692,-0.04479109640625,0.658026962525332,27.8403664465657,0.8388478,63,12.2801403392221,27.8403664465657,-30,64,1
5.9046555,-0.035472116421875,0.212675493814833,2.97530474962112,0.3911844,63,-4.30689015214552,2.97530474962112,-30,64,1
6.4560094,0.06773124578125,0.413140057045202,11.2174226169851,0.7321942,63,3.22716457024962,11.2174226169851,-30,64,1
7.086149,0.10874212021875,0.584401483102903,22.6143962984027,1.191084,63,-16.4296798349768,22.6143962984027,-30,64,1
6.1610603,-0.00827531734374999,0.61179442315939,23.9590974135086,0.8009576,63,8.74300546036802,23.9590974135086,-30,64,1
6.6615043,-0.227238896776563,0.548063132430543,22.5286856536197,0.7130153,63,0.284200314373476,22.5286856536197,-30,64,1
6.8670506,0.22709706015625,0.509245657925196,19.8978697502257,0.8945129,63,15.558139516304,19.8978697502257,-30,64,1
6.108748,0.282784478015625,0.564336400477984,25.5003285703051,1.53069,63,1.32407121402942,25.5003285703051,-30,64,1
6.6056685,-0.6220063259375,1.21337343668339,118.986685846729,1.480638,63,37.1068540507017,118.986685846729,-30,64,1
6.803321,0.692593987671875,1.20142140898787,123.078389358953,2.830643,63,-51.0397433590623,123.078389358953,-30,64,1
6.64748,-0.5316450190625,0.681379202033181,47.8031387684698,1.651844,63,-6.7165230113018,47.8031387684698,-31,64,0
6.6546173,0.066181665859375,1.14318909957369,83.9207251379212,1.828196,63,-12.1089744001907,83.9207251379212,-30,64,1
6.4039445,0.10407898734375,0.700414865858771,32.0904588750375,1.613018,63,-6.07607745846517,32.0904588750375,-30,64,1
7.2516723,-0.33965893126875,0.334797518047658,14.5572843316161,0.1151962,63,-15.9116802841571,14.5572843316161,-31,64,0
7.3847117,0.769886792921875,0.460563820260897,51.5100612127259,1.552207,63,1.56768547245845,51.5100612127259,-31,64,0
6.7349086,-0.15955734334375,0.735525407690134,36.2531949550498,0.6877557,63,16.6427655810309,36.2531949550498,-30,64,1
7.1499853,-0.3538530440625,0.675358376063103,37.2045384262969,0.7714875,63,3.63146266349405,37.2045384262969,-30,64,1
6.9089293,0.36565419053125,0.835554659540592,53.2386928725158,2.175287,63,-17.1943595010373,53.2386928725158,-30,64,1
7.472886,-0.86394216546875,1.10963095696305,126.571323259237,1.623778,63,48.1348785533362,126.571323259237,-31,64,0
6.563568,0.29287095,2.05397076722133,275.492435581035,3.482257,63,-31.8083434839149,275.492435581035,-30,64,1
6.2834725,0.40020386875,3.29325808329096,704.365564142318,5.050714,63,-58.5880868616427,704.365564142318,-30,64,1
6.7397933,-0.52886750109375,1.24507278565334,117.114052818414,2.064891,63,29.4397828187534,117.114052818414,-29,64,2
6.6908307,-0.707434135625,2.33314288243499,380.417201030692,2.110734,63,106.903190857622,380.417201030692,-30,64,1
7.6097727,1.9041005171875,2.63971809674388,677.997466229172,5.712151,63,-207.142118283135,677.997466229173,-31,64,0
6.9673386,-1.0594730371875,2.27209645677194,402.233947225788,1.439005,63,167.393040611876,402.233947225788,-30,64,2
6.0092177,0.59831485,2.65963888181845,475.626217050306,6.649577,63,-164.395842394426,475.626217050306,-30,64,1
6.4697623,-0.0195458109375,3.05665793732997,597.986546212319,5.982526,63,-100.408135711001,597.98654621232,-30,64,1
6.396886,-1.1615215696875,3.51254896896915,875.976487440355,5.937152,63,173.573282407826,875.976487440355,-30,64,1
7.407865,1.1393870146875,1.5013769540741,227.349473757652,3.069209,63,-93.8907819604056,227.349473757652,-31,64,0
6.008957,0.374293411671875,1.03149658484219,77.0611688039723,2.622015,63,-16.8437919266591,77.0611688039723,-28,64,3
6.6712575,-0.69454102703125,1.77860659255475,233.333033555766,2.458292,63,68.8062207255264,233.333033555766,-30,64,1
7.536012,1.29243786834375,1.36866352019795,226.792670403172,3.455593,63,-106.280709059628,226.792670403172,-31,64,0
6.5561857,-0.831775196875,2.61724752759482,482.67741432561,3.776021,63,111.025573894806,482.67741432561,-30,64,1
6.317212,-0.523349184390625,1.72792969891291,208.616666444007,2.627627,63,58.7972001138321,208.616666444007,-29,64,2
6.2807627,0.3214346609375,2.71656373085986,478.914479684818,4.497334,63,-12.6252818142593,478.914479684818,-30,64,1
7.7309384,-0.8485931996875,1.17019989766055,133.726606018601,1.018941,63,59.6161179635511,133.726606018601,-31,64,0
6.5202637,0.741198923125,3.07587636311364,640.665039667383,4.856118,63,-41.755597781846,640.665039667383,-30,64,1
6.3331094,-0.041268094640625,2.1162161368961,286.724722796463,2.778252,63,69.1004052087796,286.724722796463,-29,64,1
6.60522,-0.24863972625,1.3597480275383,122.287130359295,2.819416,63,-1.77124076628145,122.287130359295,-29,64,1
6.520844,0.03378080109375,1.12136160257317,80.5499511198718,1.877313,63,-22.3814045804122,80.5499511198718,-30,64,1
7.039919,-0.4654398434375,0.959067808933631,72.7324998394804,1.558289,63,4.97432038222729,72.7324998394804,-30,64,1
6.8411527,0.4813339578125,1.52173603706694,163.031228508905,2.229549,63,-19.5884563456853,163.031228508905,-30,64,1
6.9954658,0.698601913125,1.28160974483714,136.35636294934,2.750653,63,-59.9204807939992,136.35636294934,-30,64,1
7.111279,-0.05559383296875,1.50845558436982,145.825851153961,2.008291,63,10.6392273183049,145.825851153961,-30,64,1
7.071466,-0.633540015625,0.599692935453783,48.7042923668032,0.600281,63,4.21764616130045,48.7042923668032,-31,64,0
6.997882,-0.26208093025,0.955337472156241,62.8067903812212,1.144306,63,20.3616009533457,62.8067903812212,-30,64,1
7.8186965,1.40294288125,0.999294760731395,189.877679800017,2.698262,63,-83.1072988856567,189.877679800017,-31,64,0
7.461216,-2.05827983828125,1.27235440102762,374.745703327325,0.7887956,63,180.880040180271,374.745703327325,-31,64,0
6.6073256,0.580451678125,3.00673917759352,600.153896493689,4.25596,63,-32.7213420092112,600.153896493689,-30,64,1
6.3138447,-0.548484856875,2.74782570680873,502.488432206086,3.438754,63,77.4815916257382,502.488432206086,-30,64,1
6.5567408,-0.010330978921875,0.072365916200445,0.341987516992899,0.1460382,63,-2.23443422112925,0.341987516992899,-17,64,14
6.3937807,-0.01003127340625,0.077072195606407,0.386607986031565,0.2138663,63,-2.20055030553449,0.386607986031565,-16,64,15
6.4007025,-0.0159588695625,0.058458916888612,0.235016350816162,0.1114223,63,-3.43301797898501,0.235016350816162,-17,64,12
6.359603,-0.008489087515625,0.0988444319964686,0.629906325987356,0.2241574,63,-1.54801499993292,0.629906325987356,-17,64,16
6.3635654,-0.009198034828125,0.103855633037861,0.695718166937233,0.2377226,63,-0.84477003558798,0.695718166937233,-16,64,16
4.791394,-0.030489170015625,0.536140903201632,18.4561060847427,1.697188,63,-1.1330072875629,18.4561060847427,-16,64,14
4.141903,-0.01560803734375,0.829044138566544,44.0036988493611,2.025567,63,-0.784149633767171,44.0036988493611,-17,64,14
4.841118,0.00278153106250001,0.48436704871517,15.0156271869501,1.966627,63,-3.57812722993675,15.0156271869501,-17,64,14
6.4699507,-0.008664436578125,0.10971889491361,0.775251735185924,0.2157374,63,-0.920702967392302,0.775251735185924,-17,64,14
6.544512,-0.01165390484375,0.0811043007955783,0.429678150761397,0.1432319,63,-2.45751145211403,0.429678150761397,-16,64,15
6.1922565,-0.010535637793125,0.0981048788058228,0.623076282189639,0.1857993,63,-1.53856729564074,0.623076282189639,-21,64,14
6.459524,-0.016243916140625,0.0996057217715474,0.651850535757732,0.1787826,63,-2.39580798884341,0.651850535757732,-22,64,9
5.734862,-0.01111297890625,0.120198682449819,0.932558180021968,0.2868392,63,-1.57932906288541,0.932558180021968,-24,64,4
6.328617,-0.0128671497421875,0.151728873742347,1.48398173885498,0.285904,63,-1.84497692684919,1.48398173885498,-20,64,7
6.276226,-0.00919071,0.104973862785157,0.710654785173829,0.2550307,63,-1.70858027966099,0.710654785173829,-22,64,14
6.36256,-0.010418633828125,0.112167378329328,0.812164396295628,0.2363192,63,-0.693702173530224,0.812164396295628,-24,64,5
6.2725286,-0.0185973946875,0.174481976397277,1.9705486833064,0.3672969,63,-2.27180367218278,1.9705486833064,-23,64,16
6.228101,-0.00770696240625,0.169211591524423,1.83628543844861,0.2583048,63,1.5307210630242,1.83628543844861,-21,64,5
6.3770537,-0.01350295921875,0.134428761268104,1.16821899287937,0.2760807,63,-1.02565723206402,1.16821899287937,-23,64,16
6.3741927,-0.014752825703125,0.160142667592725,1.65525247039621,0.3256651,63,-1.88526693910445,1.65525247039621,-19,64,12
6.3345885,-0.00912488947656249,0.136937793100519,1.2054542583808,0.2901136,63,-0.967649406915856,1.2054542583808,-17,64,14
6.2629004,-0.013393444109375,0.139074456740897,1.24934968722475,0.2910492,63,-1.843593760573,1.24934968722475,-16,64,15
6.1709604,-0.009022640390625,0.155816339074537,1.55904893198142,0.3747817,63,-0.947327167201925,1.55904893198142,-16,64,15
6.5942445,-0.012991382203125,0.126257150663175,1.0310172227284,0.2849684,63,-1.24412664729852,1.0310172227284,-18,64,14
6.45096,-0.012779441421875,0.122385790983396,0.969062141291944,0.2662573,63,-2.4631536506904,0.969062141291945,-18,64,13
6.625674,-0.010732986328125,0.0876796780887905,0.499387068497514,0.2414644,63,-2.24262743722339,0.499387068497514,-21,64,11
6.309029,-0.013912337140625,0.116159191364516,0.875936695243048,0.2985336,63,-2.07658710460063,0.875936695243048,-16,64,15
6.1940055,-0.00443986246875,0.121508676152504,0.946180528580829,0.3223899,63,-1.42542657429537,0.946180528580829,-17,64,15
6.362391,-0.0122532158203125,0.104513798654492,0.708689626056373,0.2550307,63,-2.4772405023998,0.708689626056373,-16,64,15
5.7704706,-0.00779470765625,0.0967228104605822,0.602627809973768,0.2344485,63,-1.38740881060924,0.602627809973768,-16,64,15
5.1766615,-0.0077215807228125,0.276212512454623,4.88659039010267,0.6142833,63,-0.519566892325144,4.88659039010267,-16,64,15
6.31228,-0.012691710859375,0.375078196584116,9.01406291694915,0.772392,63,-0.574259393113744,9.01406291694915,-16,64,15
5.987297,-0.009885058296875,0.0987554465103408,0.630422565951322,0.1923478,63,-1.43770732933676,0.630422565951322,-17,64,14
6.4334874,-0.016572825390625,0.0717030664574679,0.346623249973261,0.1030031,63,-3.19302889136985,0.346623249973261,-18,64,14
6.0566607,-0.00992157475,0.0733560141211837,0.350690717009097,0.1189072,63,-1.53468514256936,0.350690717009097,-19,64,15
6.6107435,-0.0099727764259375,0.0573039138517931,0.216524467992029,0.1460382,63,-2.71205091597937,0.216524467992029,-17,64,14
6.4576817,-0.0090664683946875,0.0417337802710512,0.116730192951312,0.08475978,63,-2.14407846698064,0.116730192951312,-19,64,8
6.4887757,-0.010652521296875,0.0794041422006752,0.410783616550747,0.1689593,63,-1.80543339297337,0.410783616550747,-17,64,15
6.7634954,-0.0088910844453125,0.0697566560788145,0.316482716794348,0.2003004,63,-2.38330763731204,0.316482716794348,-17,64,14
6.390524,-0.009753480171875,0.0624337114340205,0.255558316728941,0.1670882,63,-2.71203374751579,0.255558316728941,-16,64,15
6.557707,-0.017303733078125,0.0711820197002067,0.343443142850535,0.146506,63,-3.47331997816823,0.343443142850535,-17,64,14
6.6493497,-0.005879764859375,0.0881953251205965,0.500031168507472,0.1404245,63,-1.00433778238848,0.500031168507472,-17,64,14
5.248327,-0.00333622509375,0.0386490903338285,0.0963124852165506,0.08756608,63,-1.28095304600117,0.0963124852165506,-17,64,1
6.086529,-0.01187311984375,0.057240925836397,0.218719652187645,0.1189072,63,-2.68266076201066,0.218719652187645,-16,64,15
6.57317,-0.0153375814140625,0.0484676371960958,0.165398608576343,0.08896941,63,-4.1096897863889,0.165398608576343,-17,64,16
5.8974085,-0.0086133173046875,0.0635070536904153,0.262869446619425,0.1306012,63,-1.35117853829896,0.262869446619425,-16,64,15
5.223482,-0.003087683921875,0.0405134487561011,0.105655892615337,0.08756608,63,-0.384619479912986,0.105655892615336,-16,64,15
6.3350177,-0.0113688373984375,0.0376020976235593,0.0987627654069627,0.05388648,63,-2.62751636958857,0.0987627654069627,-18,64,0
6.5132933,-0.0120851135915625,0.045332719718288,0.140870748644981,0.0740009,63,-2.82548148152602,0.140870748644981,-17,64,16
6.374315,-0.0096439396134375,0.0552699872039249,0.201457731634537,0.1011312,63,-2.12229891108344,0.201457731634537,-17,64,13
6.067012,-0.008364795915625,0.0412080853878122,0.113156871170514,0.08896941,63,-2.30687283772091,0.113156871170514,-16,64,15
5.874061,-0.00345308146875,0.0729441569679029,0.341297523672824,0.1652175,63,-0.763221354206579,0.341297523672824,-16,64,15
6.572933,-0.011076408625,0.0501455535909323,0.168784855870019,0.1432319,63,-3.06690452749931,0.168784855870019,-16,64,16
6.569428,-0.015388818609375,0.0596586171587441,0.242941845727094,0.1586682,63,-3.37801307960752,0.242941845727094,-15,64,16
6.763094,-0.0088837777384375,0.0654137456713603,0.278904296298455,0.1698949,63,-2.1370499968428,0.278904296298455,-17,64,14
6.0615892,-0.0071515160625,0.0428050365711224,0.120538581622228,0.1025353,63,-2.00572110487011,0.120538581622228,-16,64,15
6.349189,-0.0089275801759375,0.062987052531732,0.259012510363709,0.1582004,63,-1.86245716983907,0.259012510363709,-16,64,15
6.562479,-0.0117415921015625,0.0400451063895454,0.111454433973087,0.08990459,63,-3.29283572561891,0.111454433973087,-17,64,14
6.194918,-0.008642504121875,0.0528017937596628,0.183214227311014,0.1315368,63,-2.29999047608392,0.183214227311014,-16,64,15
6.304704,-0.0093807421446875,0.0652880528459752,0.278433802726654,0.1792504,63,-2.17880721015426,0.278433802726654,-16,64,15
6.303504,-0.00650095671875,0.0783987321557876,0.396071913081215,0.1511834,63,-1.41776341289571,0.396071913081215,-16,64,15
6.001792,-0.00965123934375,0.0439638056503055,0.129661608200204,0.1212457,63,-2.06567214598872,0.129661608200204,-17,64,15
6.135703,-0.012165514078125,0.0438208911889367,0.132369295192172,0.08522719,63,-3.14821163246964,0.132369295192172,-16,64,15
6.1520457,-0.008379464703125,0.0613326392508742,0.245242116236083,0.1315368,63,-2.14248343845685,0.245242116236083,-16,64,15
5.726762,-0.004206013859375,0.0528068053518406,0.179599951619356,0.1095516,63,-0.786787281260234,0.179599951619356,-16,64,13
6.3627787,-0.009943537703125,0.0429562621008788,0.124423321326903,0.07446868,63,-2.54867658076843,0.124423321326903,-17,64,16
6.1542697,-0.007699714371875,0.0392834636907168,0.102558471740693,0.0870983,63,-1.91324978354627,0.102558471740693,-16,64,16
6.7748847,-0.0051853433125,0.0809635365562222,0.42124685036539,0.1698949,63,-1.02078416415202,0.42124685036539,-15,64,16
6.308446,-0.0074365154375,0.0511577640233725,0.171034789230288,0.101599,63,-1.64027729940266,0.171034789230288,-17,64,14
5.8407583,-0.0092418832775,0.0446543380458494,0.133083028020987,0.09692162,63,-2.15810317003961,0.133083028020987,-16,64,15
6.7388306,-0.0059820265625,0.0650668288935618,0.273246519299744,0.1572649,63,-1.40197805482952,0.273246519299744,-18,64,12
6.4801397,-0.011580781484375,0.0601362035971281,0.240030558903301,0.1156327,63,-2.85232959935358,0.240030558903301,-15,64,16
6.5471473,-0.0049514471875,0.075071571224182,0.362256488660354,0.153523,63,-0.849370947942218,0.362256488660354,-17,64,14
6.793091,-0.0104259332165625,0.0640967353776308,0.2698938604484,0.152119,63,-2.49617235056686,0.2698938604484,-17,64,16
5.845997,-0.00661070015625,0.0486888522053909,0.154515563880591,0.1025353,63,-1.56069434293796,0.154515563880591,-16,64,15
6.3395176,-0.012538338171875,0.0503240578098886,0.17214212598818,0.1039386,63,-3.37988513209722,0.17214212598818,-16,64,16
6.640206,-0.009095710734375,0.0454676376541891,0.137602433767428,0.08943719,63,-2.53632923389781,0.137602433767428,-17,64,14
6.339571,-0.006954218559375,0.0501955382268557,0.164349005673938,0.1142297,63,-1.61250341829408,0.164349005673938,-17,64,14
6.1975007,-0.0110691555,0.0441321028479539,0.132490797136996,0.0973894,63,-2.9004993502638,0.132490797136996,-15,64,17
6.34922,-0.009103001008125,0.0473476826588791,0.14877873155327,0.1034709,63,-2.06777328266116,0.14877873155327,-17,64,14
6.349414,-0.0075973720353125,0.0478734320987441,0.150373476016385,0.08522719,63,-1.63273600842513,0.150373476016385,-15,64,16
6.016516,-0.0086571334728125,0.0459643208793172,0.140010544247227,0.1048742,63,-2.4768030323679,0.140010544247227,-16,64,15
6.1209846,-0.0054265654140625,0.0511558335046143,0.169367482479675,0.1104868,63,-1.2645100051695,0.169367482479675,-17,64,16
5.988925,-0.006859188421875,0.0635157955998101,0.261203504414953,0.1273271,63,-1.66054240699758,0.261203504414953,-16,64,15
6.2010508,-0.011310325746875,0.0552100720677803,0.203268833678715,0.1343442,63,-3.10381102760322,0.203268833678715,-16,64,15
6.20229,-0.008547570328125,0.115832974730163,0.86338169557458,0.3434399,63,-1.45466221231179,0.86338169557458,-17,64,16
5.8997383,-0.007955433390625,0.0951055817447321,0.582935078363942,0.2077848,63,-1.56339466568426,0.582935078363942,-16,64,15
6.1928263,-0.0076046583125,0.0370275092453762,0.0914475052138429,0.06230647,63,-1.98891631946347,0.0914475052138429,-16,64,15
5.8336306,-0.00430831690625,0.061575700748181,0.24384822510043,0.159136,63,-0.798933312757982,0.24384822510043,-16,64,15
5.9403906,-0.0104479327265625,0.0585754268242119,0.226575355257432,0.09879273,63,-2.26177537505541,0.226575355257432,-16,64,15
5.712068,-0.00635474690625,0.0447956448578664,0.131010086814374,0.08569497,63,-1.39891024152,0.131010086814374,-15,64,16
6.39634,-0.006340231590625,0.0512656989966519,0.170775707535237,0.1090838,63,-1.35533121367166,0.170775707535237,-15,64,16
6.145074,0.014395474234375,0.429570515586384,11.8232356825334,1.293964,63,-0.27276324590305,11.8232356825334,-24,64,7
6.056127,0.185506984359375,2.25367209202712,327.260847336191,5.264925,63,-19.5183317507556,327.260847336191,-24,64,7
6.9212136,0.3112950478125,3.43557687423384,761.605956196029,7.799342,63,-74.5995255101695,761.605956196029,-24,64,7
7.3863506,0.100568834375,4.68344391487961,1404.46470363331,14.52224,63,-75.905653662787,1404.46470363331,-24,64,7
